# s	p(s)	error
1.000000000000000000e+00 1.284924230159071090e+00 3.842878176140076402e-02
1.811609194200414219e+00 1.852482229500446720e-01 1.084083226505889661e-02
2.438354098268828540e+00 6.928772083677643689e-02 5.714754896664074428e-03
3.281927872511474220e+00 4.657558559182074093e-02 4.038615460309172463e-03
4.417344703140069662e+00 2.653839150514349793e-02 2.627692314337088091e-03
5.945570708544391181e+00 3.634126295587414984e-02 2.650459006040666639e-03
8.002502278161049531e+00 1.148946736224933096e-02 1.284561502362735214e-03
1.077105056036769071e+01 1.077702833026853921e-02 1.072354398856385825e-03
1.449740670372631612e+01 4.598046788621699792e-03 6.037531219360180905e-04
1.951293422635963282e+01 3.062784765659861720e-03 4.247318276267919384e-04
2.626363527653332852e+01 2.056736874645586841e-03 3.000059067335847525e-04
3.534981105030105653e+01 1.723155569471261682e-03 2.366936207938968981e-04
4.757944314009409226e+01 9.662207318245988070e-04 1.527729117520235645e-04
6.404004271197280218e+01 5.742937377777077674e-04 1.015217490938965242e-04
8.619535664753031767e+01 2.933421867170874137e-04 6.254076434540426497e-05
1.160155301739971492e+02 4.953242499267199476e-05 2.215157387480481906e-05
1.561523006000496423e+02 4.416096739590471328e-05 1.802863944460849407e-05
2.101748011332487067e+02 6.015167914400789111e-05 1.813641365732004081e-05
2.828869434625969461e+02 2.843942766104984307e-05 1.074909328859274384e-05
3.807546021222372019e+02 6.036991294969272445e-06 4.268797482636929469e-06
5.124805876960931528e+02 1.121316725802758541e-05 5.014680846404920507e-06
6.897785379387657940e+02 4.998587427930725849e-06 2.885935797083683804e-06
9.284145445194744752e+02 2.475846842448102833e-06 1.750688091474355099e-06
1.249609141291986816e+03 1.839464951540664249e-06 1.300698140989387551e-06
1.681924324880868880e+03 1.366656147680274430e-06 9.663718295750057299e-07
2.263803409521446611e+03 2.030752501620569864e-06 1.015376250810284932e-06
