# s	p(s)	error
1.000000000000000000e+00 1.191600484437232321e+00 3.665162018991695997e-02
1.811609194200414219e+00 1.866862888356815020e-01 1.077833791132929396e-02
2.438354098268828540e+00 7.952201141809871199e-02 6.063496525616558774e-03
3.281927872511474220e+00 3.881549196880900582e-02 3.651454331163455323e-03
4.417344703140069662e+00 2.271351772106158795e-02 2.407628063181217401e-03
5.945570708544391181e+00 3.564675364041477307e-02 2.599806708343321577e-03
8.002502278161049531e+00 1.366474751539359898e-02 1.387444898727404176e-03
1.077105056036769071e+01 1.360632911362698837e-02 1.193354006243725358e-03
1.449740670372631612e+01 6.609738637350071576e-03 7.169268143310058390e-04
1.951293422635963282e+01 4.737475265675875936e-03 5.231666233304260510e-04
2.626363527653332852e+01 2.446671711959522242e-03 3.240695849606111626e-04
3.534981105030105653e+01 1.690224749305859267e-03 2.321702247646843711e-04
4.757944314009409226e+01 9.714494029065280081e-04 1.517149077363526418e-04
6.404004271197280218e+01 4.400926136258455031e-04 8.801852272516909521e-05
8.619535664753031767e+01 2.092626860284994600e-04 5.231567150712486500e-05
1.160155301739971492e+02 1.457574674608854239e-04 3.763441627075857812e-05
1.561523006000496423e+02 1.082925438774379450e-04 2.796101459705020782e-05
2.101748011332487067e+02 4.827447374218616499e-05 1.609149124739538833e-05
2.828869434625969461e+02 2.789592845847907815e-05 1.054366989891214884e-05
3.807546021222372019e+02 1.776485932938500539e-05 7.252473451552437386e-06
5.124805876960931528e+02 4.399550024015503416e-06 3.110951656150800153e-06
9.284145445194744752e+02 2.428531516675888771e-06 1.717231103766772032e-06
1.249609141291986816e+03 1.804311370173467459e-06 1.275840805221649706e-06
