# gamma	CrltnCoeff
7.000000000000022697e-03 -8.801901925843579055e-02
1.400000000000004539e-02 -7.976699825263645904e-02
2.100000000000007069e-02 -1.154615541569898457e-01
2.799999999999992772e-02 -1.166097398205359903e-01
3.499999999999994782e-02 -1.005227509407122799e-01
4.199999999999997485e-02 -1.422194859503740916e-01
4.899999999999999495e-02 -1.396329479642433313e-01
5.600000000000001504e-02 -1.274464522392786403e-01
6.300000000000004208e-02 -1.512775361328337898e-01
7.000000000000006217e-02 -1.657377058196395081e-01
7.700000000000008227e-02 -1.618948572125017416e-01
8.399999999999994971e-02 -1.544440428891921124e-01
9.099999999999995592e-02 -1.960118594701803496e-01
9.799999999999998990e-02 -2.098712026030583044e-01
1.050000000000000100e-01 -2.197010888383007510e-01
1.120000000000000301e-01 -2.223582275224367522e-01
1.190000000000000641e-01 -2.300430432904144729e-01
1.260000000000000842e-01 -2.201413326670581538e-01
1.329999999999999516e-01 -2.334783590041422940e-01
1.399999999999999301e-01 -2.408297263165259661e-01
1.469999999999999918e-01 -2.262576872150365292e-01
1.539999999999999980e-01 -2.359689992826837779e-01
1.610000000000000320e-01 -2.494014986921744836e-01
1.680000000000000659e-01 -2.278089819910494584e-01
1.750000000000000999e-01 -2.468348013954455300e-01
1.820000000000001061e-01 -2.524339451542841339e-01
1.889999999999999736e-01 -2.503412220881274797e-01
1.959999999999999798e-01 -2.463615145857525890e-01
