# s	p(s)	error
1.000000000000000000e+00 1.338272609124556700e+00 4.051652723548370555e-02
1.804721766827170226e+00 1.773985597287166815e-01 1.098069518031532729e-02
2.424462017082328114e+00 7.842168187185637185e-02 6.298981068451773267e-03
3.257020655659783159e+00 4.293427929529475967e-02 4.021163681845876109e-03
4.375479375074184496e+00 2.298836319507770523e-02 2.538640029595265902e-03
5.878016072274911963e+00 2.441602332303110731e-02 2.257262154720854081e-03
7.896522868499724623e+00 1.677674473694791557e-02 1.614343015000419381e-03
1.060818355139448244e+01 1.318207154157499499e-02 1.234614117309396769e-03
1.425102670302997687e+01 6.627723927526134318e-03 7.552992393962138645e-04
1.914481976169957633e+01 4.420970808633295501e-03 5.322223422646021320e-04
2.571913809059344302e+01 2.146228423487105217e-03 3.199408433439582017e-04
3.455107294592217926e+01 1.313590576483444428e-03 2.159529605077387430e-04
4.641588833612777165e+01 6.871103966934286478e-04 1.347534354127797132e-04
6.235507341273912374e+01 4.524555082726596823e-04 9.434349519436958746e-05
8.376776400682915380e+01 1.903646338519587086e-04 5.279764987601270047e-05
1.125335582600764610e+02 1.417036835083765203e-04 3.930153052396711215e-05
1.511775070615661605e+02 6.491164961775488195e-05 2.294973381135982106e-05
2.030917620904734804e+02 1.811960748824180945e-05 1.046136026094676828e-05
2.728333376486766610e+02 1.348787888199122507e-05 7.787230503314703195e-06
4.923882631706736674e+02 9.964881479175874033e-06 4.982440739587937017e-06
6.614740641230146139e+02 3.708830739069267581e-06 2.622539365868993815e-06
1.193776641714435755e+03 2.055070652574693089e-06 1.453154394253028928e-06
