# r	g(r)	err
2.040404040404040664e+00 2.291875502113506014e-04 1.145937751056753007e-04
2.121212121212121104e+00 1.229937846557345102e-02 8.074937563530688823e-04
2.202020202020201989e+00 1.510285866740463945e-01 2.725774790057082508e-03
2.282828282828282873e+00 9.386373785568756789e-01 6.554768654998901350e-03
2.363636363636363313e+00 2.530678540736611914e+00 1.039488092576598514e-02
2.444444444444444642e+00 3.761370706514208795e+00 1.225390722686415211e-02
2.525252525252525082e+00 3.900286102312712000e+00 1.207883667876914410e-02
2.606060606060606410e+00 3.380188711845813820e+00 1.089601400019266260e-02
2.686868686868686851e+00 2.660897808557906252e+00 9.376685425774189397e-03
2.767676767676767735e+00 1.911061283386928489e+00 7.714426209297696284e-03
2.848484848484848619e+00 1.320612187651438063e+00 6.230966655540362553e-03
2.929292929292929060e+00 8.761862336543795315e-01 4.935340259551597095e-03
3.010101010101010388e+00 5.909356629723953036e-01 3.944307098314725479e-03
3.090909090909090828e+00 3.908055802233982301e-01 3.123746889400743753e-03
3.171717171717171713e+00 2.727393726015078790e-01 2.543086635119113075e-03
3.252525252525252597e+00 2.212481083244777214e-01 2.233576318673064637e-03
3.333333333333333481e+00 1.930036765413850053e-01 2.035568567922833080e-03
3.414141414141414366e+00 1.909334470366659264e-01 1.976701952911324046e-03
3.494949494949494806e+00 2.216549497699803195e-01 2.080556447881731167e-03
3.575757575757576134e+00 2.519729910724014532e-01 2.168156459015233017e-03
3.656565656565656575e+00 3.144992910504650907e-01 2.368744123367973273e-03
3.737373737373737459e+00 4.138960347120110850e-01 2.658647708793968924e-03
3.818181818181818343e+00 5.703319707801565164e-01 3.054843342553514862e-03
3.898989898989899228e+00 7.973381495869690250e-01 3.537128620172019702e-03
3.979797979797980112e+00 1.055384302523878270e+00 3.986814033907095864e-03
4.060606060606060552e+00 1.315812225858635776e+00 4.363025895097106220e-03
4.141414141414141881e+00 1.508243925668744989e+00 4.580035252112799049e-03
4.222222222222222321e+00 1.609546435053191393e+00 4.640794721458619577e-03
4.303030303030302761e+00 1.598719804352720431e+00 4.538302740172327210e-03
4.383838383838384090e+00 1.509069723055567636e+00 4.327945750668076019e-03
4.464646464646464530e+00 1.377916815577828080e+00 4.060748716648088404e-03
4.545454545454545858e+00 1.247572139337429720e+00 3.795222176182824845e-03
4.626262626262626299e+00 1.153456447472267277e+00 3.585518828866363344e-03
4.707070707070707627e+00 1.121083098120173593e+00 3.474160441042131210e-03
4.787878787878788067e+00 1.157191690525485761e+00 3.470093657798921285e-03
4.868686868686868507e+00 1.197108039602559071e+00 3.470855397488914734e-03
4.949494949494949836e+00 1.240754981136761081e+00 3.475872349159437116e-03
5.030303030303030276e+00 1.234338155274524285e+00 3.411179862416431965e-03
5.111111111111111605e+00 1.167236152353641199e+00 3.264718448148502903e-03
5.191919191919192045e+00 1.062107294179745587e+00 3.065758646018084538e-03
5.272727272727273373e+00 9.365531292358718618e-01 2.834735820736244277e-03
5.353535353535353813e+00 7.996111890713906156e-01 2.579766784373228091e-03
5.434343434343434254e+00 6.821811694779262858e-01 2.347385799313723726e-03
5.515151515151515582e+00 5.922103049437061895e-01 2.155074173846153931e-03
5.595959595959596022e+00 5.368988326437116321e-01 2.022336173410090986e-03
5.676767676767677351e+00 5.286803225244138815e-01 1.978231634763767156e-03
5.757575757575757791e+00 5.621423349985588125e-01 2.011245919438791642e-03
5.838383838383839120e+00 6.365721622527729107e-01 2.110633699020643666e-03
5.919191919191919560e+00 7.593839097450360009e-01 2.273787969917605203e-03
6.000000000000000000e+00 8.979352992635593056e-01 2.439231177316497894e-03
6.080808080808081328e+00 1.054681566597314157e+00 2.608441322163142489e-03
6.161616161616162657e+00 1.193990411433830001e+00 2.738971224237473842e-03
6.242424242424242209e+00 1.286968852917825146e+00 2.806806205708205042e-03
6.323232323232323537e+00 1.352605364025717627e+00 2.840717877877705841e-03
6.404040404040404866e+00 1.383108169642661034e+00 2.836323089534509116e-03
6.484848484848485306e+00 1.372586100679475507e+00 2.790304858640504145e-03
6.565656565656565746e+00 1.311903755517859205e+00 2.694353135958542627e-03
6.646464646464647075e+00 1.245703019037549542e+00 2.593571647468445856e-03
6.727272727272727515e+00 1.172766152526812267e+00 2.486270445117575237e-03
6.808080808080807955e+00 1.096909475025172664e+00 2.375977821537440977e-03
6.888888888888889284e+00 1.032552099113361876e+00 2.278182425706804567e-03
6.969696969696970612e+00 9.860606376504128523e-01 2.200491045345719966e-03
7.050505050505051052e+00 9.443059125683348487e-01 2.128716452947487358e-03
7.131313131313131493e+00 9.257094607234926942e-01 2.083768819014528671e-03
7.212121212121212821e+00 9.269293548881789579e-01 2.061778427416300057e-03
7.292929292929293261e+00 9.257961202486731933e-01 2.037686488125300521e-03
7.373737373737373701e+00 9.337115530017386922e-01 2.023952850709441562e-03
7.454545454545455030e+00 9.340195932565609205e-01 2.002343196666259411e-03
7.535353535353536358e+00 9.109940522936326168e-01 1.956301681939754365e-03
7.616161616161616799e+00 8.917569428509379836e-01 1.915000046142764558e-03
7.696969696969697239e+00 8.761424743685012340e-01 1.878232197461099416e-03
7.777777777777778567e+00 8.520298918186397508e-01 1.832962481360920787e-03
7.858585858585859008e+00 8.505266891093420378e-01 1.812513546315391334e-03
7.939393939393939448e+00 8.604121982168108085e-01 1.804461491684553141e-03
8.020202020202020776e+00 8.969560811224100982e-01 1.823819991682002319e-03
8.101010101010102105e+00 9.427896841296696806e-01 1.851185447989538678e-03
8.181818181818181657e+00 9.985625159872116852e-01 1.886337922878983820e-03
8.262626262626262985e+00 1.051760225588526998e+00 1.916999293737622944e-03
8.343434343434344314e+00 1.110073306982444885e+00 1.950350506825644170e-03
8.424242424242425642e+00 1.157690722683918150e+00 1.972636709862790345e-03
8.505050505050505194e+00 1.190795200198927262e+00 1.981633480546665833e-03
8.585858585858586522e+00 1.199155632501931246e+00 1.969861694771456347e-03
8.666666666666667851e+00 1.190738336279638654e+00 1.944633509844093024e-03
8.747474747474747403e+00 1.172874133676353958e+00 1.912162061496714641e-03
8.828282828282828731e+00 1.140733722668100469e+00 1.868519319595824974e-03
8.909090909090910060e+00 1.099360935840069331e+00 1.817684275936035489e-03
8.989898989898989612e+00 1.052838447675703559e+00 1.762819096115095588e-03
9.070707070707070940e+00 1.008458711590383139e+00 1.709895657378423086e-03
9.151515151515152269e+00 9.797792604681827555e-01 1.670524342514437223e-03
9.232323232323233597e+00 9.433532799736819019e-01 1.624829783453056930e-03
9.313131313131313149e+00 9.257886317881875993e-01 1.595665612092016412e-03
9.393939393939394478e+00 9.093349011227820355e-01 1.567818795039279322e-03
9.474747474747475806e+00 9.006234076894871210e-01 1.546983429528083279e-03
9.555555555555557135e+00 8.998029760066131866e-01 1.533202296945656651e-03
9.636363636363636687e+00 9.156680829362395801e-01 1.533689868031624850e-03
