# gamma	CrltnCoeff
8.000000000000031392e-03 -6.608875591447485771e-03
1.599999999999997952e-02 1.918205658973851091e-02
2.400000000000001091e-02 6.357284235727193346e-03
3.199999999999995903e-02 1.023578030190929328e-01
3.999999999999998695e-02 9.433037657681681010e-02
4.800000000000002182e-02 1.037864403368716874e-02
5.599999999999997341e-02 1.131497977503846952e-01
6.400000000000000133e-02 1.405000301011955777e-01
7.200000000000003619e-02 9.122084889281173448e-02
7.999999999999997391e-02 8.255342474064407410e-02
8.799999999999999489e-02 1.290937868715621439e-01
9.600000000000000200e-02 1.735108795035458507e-01
1.039999999999999952e-01 -1.242353994566164493e-01
1.120000000000000162e-01 -9.281726307563196998e-02
1.199999999999999678e-01 -7.730441292041646817e-02
1.280000000000000027e-01 -6.516076562223141466e-02
1.360000000000000375e-01 -7.851483209101006722e-02
1.439999999999999891e-01 2.048435397044183481e-02
1.519999999999999962e-01 1.019885333239042430e-01
1.600000000000000033e-01 8.367252960532108041e-02
1.679999999999999827e-01 1.243649696697915891e-01
1.760000000000000175e-01 1.645830688505585393e-01
1.840000000000000246e-01 1.714323615015261593e-01
1.920000000000000040e-01 4.426839127065378826e-02
1.999999999999999833e-01 2.221420885344282600e-02
