# mu	p(mu)	err
-6.348210385146953740e+02 1.462998073573023833e-06 8.446623316012892932e-07
-5.539110125485511844e+02 9.753320490486797318e-07 6.896639057908917890e-07
-5.134559995654790328e+02 2.438330122621702929e-06 1.090454381153505012e-06
-4.730009865824069379e+02 4.388994220719065358e-06 1.462998073573021715e-06
-4.325459735993348431e+02 4.388994220719059428e-06 1.462998073573019809e-06
-3.920909606162626915e+02 5.364326269767738737e-06 1.617405226351490161e-06
-3.516359476331905398e+02 9.265654465962471216e-06 2.125686919099828251e-06
-3.111809346501184450e+02 1.560531278477889943e-05 2.758655623163571391e-06
-2.707259216670463502e+02 3.218595761860643242e-05 3.961817511871879401e-06
-2.302709086839741985e+02 6.047058704101815438e-05 5.430419024619223546e-06
-1.898158957009020469e+02 1.107001875670254632e-04 7.347429508672418003e-06
-1.493608827178300089e+02 2.574876609488514594e-04 1.120571211387288474e-05
-1.089058697347578573e+02 6.251878434402037771e-04 1.746089545789188664e-05
-6.845085675168570560e+01 1.651724825063939292e-03 2.838115711254726430e-05
-2.799584376861355395e+01 4.251960067827719077e-03 4.553610065336937313e-05
1.245916921445859771e+01 7.299385055080339843e-03 5.966290381202895410e-05
5.291418219753063568e+01 6.125085268025709864e-03 5.465341693371695534e-05
9.336919518060278733e+01 2.834314934535463442e-03 3.717793830183263441e-05
1.338242081636749390e+02 9.475350856507951591e-04 2.149606169317194913e-05
1.742792211467469770e+02 3.174705819653452529e-04 1.244265311782292340e-05
2.147342341298191286e+02 1.024098651501113968e-04 7.066952087698668987e-06
2.551892471128912803e+02 3.511195376575247543e-05 4.137983434745351581e-06
2.956442600959634319e+02 1.462998073573019640e-05 2.671056821608484858e-06
3.360992730790355836e+02 4.876660245243413482e-06 1.542135374976449647e-06
3.765542860621076215e+02 1.462998073573023833e-06 8.446623316012892932e-07
4.170092990451796595e+02 9.753320490486769789e-07 6.896639057908897773e-07
4.979193250113239628e+02 9.753320490486769789e-07 6.896639057908897773e-07
