# s	p(s)	error
1.000000000000000000e+00 1.193276777904578534e+00 3.639460052830904846e-02
1.811609194200414219e+00 1.819804178682567219e-01 1.055957485744817362e-02
2.438354098268828540e+00 8.103188706803689245e-02 6.073596717662759631e-03
3.281927872511474220e+00 4.532193993133614568e-02 3.915219289277633262e-03
4.417344703140069662e+00 2.512878175184328489e-02 2.512878175184328489e-03
5.945570708544391181e+00 3.771295351560762649e-02 2.653474149810915693e-03
8.002502278161049531e+00 1.012581010163290073e-02 1.185136430585282319e-03
1.077105056036769071e+01 1.226370292400275237e-02 1.124211803843380491e-03
1.449740670372631612e+01 6.355072281972276929e-03 6.975598062116797121e-04
1.951293422635963282e+01 3.925176904679073681e-03 4.725357701823492676e-04
2.626363527653332852e+01 2.958529649813343865e-03 3.536119279020973755e-04
3.534981105030105653e+01 1.727063546264906175e-03 2.328772010714157700e-04
4.757944314009409226e+01 9.098671321142068032e-04 1.456953440733772321e-04
6.404004271197280218e+01 5.199988301090635503e-04 9.493836304234354740e-05
8.619535664753031767e+01 3.863403852081455912e-04 7.053578128457884972e-05
1.160155301739971492e+02 1.530863887638341989e-04 3.827159719095854973e-05
1.561523006000496423e+02 9.241185541532927563e-05 2.563043716621032654e-05
2.101748011332487067e+02 3.168862024448677151e-05 1.293682504197028731e-05
2.828869434625969461e+02 1.569566832730751564e-05 7.847834163653757820e-06
5.124805876960931528e+02 6.497952915654234552e-06 3.751594865034486216e-06
6.897785379387657940e+02 8.046241283439436537e-06 3.598388494627146278e-06
