# s	p(s)	error
1.000000000000000000e+00 1.245841781413238980e+00 3.971598539952134188e-02
1.811609194200414219e+00 1.893967698638345520e-01 1.150503442423287184e-02
2.438354098268828540e+00 7.788651608807455051e-02 6.359407408628519991e-03
3.281927872511474220e+00 3.664902001233626833e-02 3.760110115779259979e-03
4.417344703140069662e+00 2.321622059669641719e-02 2.579580066299601813e-03
5.945570708544391181e+00 3.854364828020766243e-02 2.864926814168801666e-03
8.002502278161049531e+00 1.234060891618731469e-02 1.397298806315892469e-03
1.077105056036769071e+01 1.198974372596326929e-02 1.187161529118252847e-03
1.449740670372631612e+01 7.423289472696269729e-03 8.051687919162063166e-04
1.951293422635963282e+01 3.309141884559471062e-03 4.633725476171542406e-04
2.626363527653332852e+01 2.458573128176030041e-03 3.442690986511338317e-04
3.534981105030105653e+01 1.504284521386535121e-03 2.321161409460644560e-04
4.757944314009409226e+01 9.579678609220234481e-04 1.596613101536705837e-04
6.404004271197280218e+01 3.163269274005551883e-04 7.908173185013879709e-05
8.619535664753031767e+01 3.231518176055518210e-04 6.889619900512120531e-05
1.160155301739971492e+02 8.730550949212094241e-05 3.086715889841260376e-05
1.561523006000496423e+02 3.243242312766837787e-05 1.621621156383418893e-05
2.101748011332487067e+02 2.409612121963601797e-05 1.204806060981800899e-05
2.828869434625969461e+02 1.342691206449039636e-05 7.752031294818964685e-06
3.807546021222372019e+02 6.650474422622741872e-06 4.702595562344229403e-06
5.124805876960931528e+02 9.882125502913491341e-06 4.941062751456745671e-06
6.897785379387657940e+02 5.506547254159341532e-06 3.179206539494290831e-06
1.249609141291986816e+03 2.026392620729203150e-06 1.432875963463999166e-06
1.681924324880868880e+03 2.258305000930282705e-06 1.303833000199376917e-06
