# s	p(s)	error
1.000000000000000000e+00 1.211269972745865564e+00 3.704691924206558046e-02
1.811609194200414219e+00 1.788812261183334584e-01 1.057746864134966221e-02
2.438354098268828540e+00 7.528032517734227491e-02 5.914580935869678639e-03
3.281927872511474220e+00 4.143005022830940909e-02 3.782028844769520174e-03
4.417344703140069662e+00 2.436831842324967135e-02 2.500136717897200045e-03
5.945570708544391181e+00 3.830590745210205039e-02 2.701890388282539128e-03
8.002502278161049531e+00 1.217687620433608245e-02 1.313066330068518844e-03
1.077105056036769071e+01 1.314968030913201379e-02 1.176143162144385095e-03
1.449740670372631612e+01 6.799737949853140728e-03 7.290084289649800299e-04
1.951293422635963282e+01 5.168097186785537527e-03 5.478172061659503361e-04
2.626363527653332852e+01 2.415997242842476619e-03 3.228512117895367302e-04
3.534981105030105653e+01 1.538570448485393743e-03 2.220735156500613461e-04
4.757944314009409226e+01 8.096975184076974762e-04 1.388619788003206043e-04
6.404004271197280218e+01 4.069485160445843099e-04 8.485463137443259194e-05
8.619535664753031767e+01 2.103290972077901148e-04 5.258227430194752869e-05
1.160155301739971492e+02 1.074335192020596546e-04 3.239242482733399402e-05
1.561523006000496423e+02 5.805035045116966561e-05 2.052389822713881318e-05
2.101748011332487067e+02 4.852048242844583418e-05 1.617349414281527806e-05
2.828869434625969461e+02 3.204352828248433155e-05 1.132909807084379693e-05
3.807546021222372019e+02 1.785538977677113238e-05 7.289432351932752017e-06
5.124805876960931528e+02 1.547689608605061910e-05 5.849716872982693197e-06
6.897785379387657940e+02 3.285364531881817736e-06 2.323103539163400348e-06
9.284145445194744752e+02 2.440907412292034084e-06 1.725982183480205138e-06
