# gamma	d2min
0.000000000000000000e+00 4.727995337112211871e+00
7.999999999999942921e-03 4.639361741022455021e+00
1.600000000000004891e-02 4.632138169486795576e+00
2.399999999999999009e-02 4.692060171484906839e+00
3.199999999999993128e-02 4.667136243573345666e+00
4.000000000000003553e-02 4.652472268241884201e+00
4.799999999999998018e-02 4.589493074765976566e+00
5.600000000000008443e-02 4.587469522064856697e+00
6.400000000000002909e-02 4.611528011708829311e+00
7.199999999999996680e-02 4.652632178012844122e+00
7.999999999999991840e-02 4.622239446147738740e+00
8.800000000000002265e-02 4.599475902487460743e+00
9.599999999999996037e-02 4.645511144519435476e+00
1.040000000000000646e-01 4.638241490180379678e+00
1.120000000000000162e-01 4.613356125402851227e+00
1.199999999999999400e-01 4.688248337094274909e+00
1.280000000000000582e-01 4.650524623679780589e+00
1.360000000000000098e-01 4.592691753708141533e+00
1.439999999999999336e-01 4.622269883700682591e+00
1.520000000000000517e-01 4.629271964527049477e+00
1.600000000000000033e-01 4.649438594273530789e+00
1.679999999999999272e-01 4.763356890923649445e+00
1.760000000000000453e-01 4.705773019428577619e+00
1.839999999999999969e-01 4.649539733851916878e+00
1.919999999999999207e-01 4.678262994544678754e+00
2.000000000000000389e-01 4.706430673972221257e+00
