# s	p(s)	error
1.000000000000000000e+00 1.195169705709862917e+00 3.768170854002809989e-02
1.811609194200414219e+00 1.967380372275739087e-01 1.135867587531783941e-02
2.438354098268828540e+00 9.013771613201460031e-02 6.627056690239802907e-03
3.281927872511474220e+00 4.380139414311033652e-02 3.981944922100939289e-03
4.417344703140069662e+00 2.501227839871513273e-02 2.593652447461686304e-03
5.945570708544391181e+00 3.636716402303494244e-02 2.695713548097683314e-03
8.002502278161049531e+00 1.113440598645848607e-02 1.285690458709677370e-03
1.077105056036769071e+01 1.136084817185487386e-02 1.119417632850789289e-03
1.449740670372631612e+01 6.719781093424134072e-03 7.420756810357280551e-04
1.951293422635963282e+01 3.409549830816141144e-03 4.556202610731091541e-04
2.626363527653332852e+01 1.945114684686159289e-03 2.966272085475944406e-04
3.534981105030105653e+01 1.680407082342718012e-03 2.376454486156874101e-04
4.757944314009409226e+01 7.740587685645792691e-04 1.390250589145147102e-04
6.404004271197280218e+01 5.194431387986305415e-04 9.816552610714162274e-05
8.619535664753031767e+01 2.480962670979065679e-04 5.847685095066622795e-05
1.160155301739971492e+02 1.126440228049544454e-04 3.396345077457008251e-05
1.561523006000496423e+02 8.369044821261157729e-05 2.523361956890020962e-05
2.101748011332487067e+02 3.956844566492018114e-05 1.495546671353579753e-05
2.828869434625969461e+02 4.199704102374513556e-05 1.328063046225641987e-05
3.807546021222372019e+02 1.560114375960514028e-05 6.977043594644746048e-06
5.124805876960931528e+02 1.159108740400303271e-05 5.183691873698469803e-06
6.897785379387657940e+02 5.167056054766040590e-06 2.983201204137059465e-06
9.284145445194744752e+02 5.118581840326328532e-06 2.559290920163164266e-06
3.046989570903508138e+03 7.798132742645208827e-07 5.514112542917276580e-07
