# gamma	d2min
0.000000000000000000e+00 4.135883459429193998e+00
8.000000000000001901e-03 4.108587541739760596e+00
1.600000000000000380e-02 4.091892638757840039e+00
2.400000000000000744e-02 4.098139552939759511e+00
3.200000000000000761e-02 4.143444243742359312e+00
4.000000000000000777e-02 4.094538187004038932e+00
4.800000000000001488e-02 4.117925038233823720e+00
5.600000000000001504e-02 4.119789481642512463e+00
6.400000000000001521e-02 4.111663340788667576e+00
7.200000000000003619e-02 4.123317772412944393e+00
8.000000000000001554e-02 4.110224643927248067e+00
8.800000000000002265e-02 4.104194452385855563e+00
9.600000000000002975e-02 4.079272444856752777e+00
1.040000000000000369e-01 4.095742476352775441e+00
1.120000000000000301e-01 4.116404930196238432e+00
1.200000000000000372e-01 4.081427190274855121e+00
1.280000000000000304e-01 4.073257795760098610e+00
1.360000000000000375e-01 4.097971122865432747e+00
1.440000000000000724e-01 4.030113267510376573e+00
1.520000000000000795e-01 4.119511175036397965e+00
1.600000000000000311e-01 4.049573321084093180e+00
1.680000000000000659e-01 4.104523796578268602e+00
1.760000000000000453e-01 4.072208482430718313e+00
1.840000000000000524e-01 4.044964496889254413e+00
1.920000000000000595e-01 4.033372482623116539e+00
2.000000000000000666e-01 4.115254883520642615e+00
