# s	p(s)	error
1.000000000000000000e+00 1.330396884885945541e+00 4.194519608331118143e-02
1.804721766827170226e+00 1.700047152269546502e-01 1.116135636289218580e-02
2.424462017082328114e+00 7.800166829340347829e-02 6.522827187758208425e-03
3.257020655659783159e+00 4.263360182903151718e-02 4.160613513501057285e-03
4.375479375074184496e+00 2.206380739479273795e-02 2.582373329001011117e-03
5.878016072274911963e+00 2.879800740281215909e-02 2.545408289898608897e-03
7.896522868499724623e+00 1.741729391030667762e-02 1.707906183127587234e-03
1.060818355139448244e+01 1.034713952505306352e-02 1.135746112977525533e-03
1.425102670302997687e+01 7.145420801065868570e-03 8.142962735361542826e-04
1.914481976169957633e+01 3.315684460670676684e-03 4.785778289790186177e-04
2.571913809059344302e+01 2.365291439686000984e-03 3.487431967437368534e-04
3.455107294592217926e+01 1.569298489965382289e-03 2.450832487040026484e-04
4.641588833612777165e+01 7.407811452089916758e-04 1.452791351816253365e-04
6.235507341273912374e+01 3.817543099061583437e-04 8.998035376061178981e-05
8.376776400682915380e+01 3.315321196134825266e-04 7.234623968752083628e-05
1.125335582600764610e+02 1.410205594839177739e-04 4.070912898965578183e-05
1.511775070615661605e+02 7.872969492126197114e-05 2.624323164042065705e-05
2.030917620904734804e+02 5.209318580331342660e-05 1.841772246756685408e-05
2.728333376486766610e+02 3.392999867710114648e-05 1.282433406919431105e-05
3.665241237079625876e+02 7.216235039778036383e-06 5.102648731263024824e-06
4.923882631706736674e+02 1.074324642668643335e-05 5.371623213343216674e-06
8.886238162743397879e+02 2.976427343028567643e-06 2.104651957964558393e-06
