# s	p(s)	error
1.000000000000000000e+00 1.215070070725363660e+00 3.830913387617221333e-02
1.804721766827170226e+00 1.914075743322803669e-01 1.131816713888791383e-02
2.424462017082328114e+00 8.220001607156676715e-02 6.399262572177494800e-03
3.257020655659783159e+00 4.969213179470551023e-02 4.292746365727369458e-03
4.375479375074184496e+00 2.042722730502711387e-02 2.374616940292673117e-03
5.878016072274911963e+00 2.506873412458870271e-02 2.269616546311180663e-03
7.896522868499724623e+00 1.988432247537085321e-02 1.743970448551100628e-03
1.060818355139448244e+01 1.241048674760853246e-02 1.188709041924820853e-03
1.425102670302997687e+01 6.865026339880043148e-03 7.627807044311158812e-04
1.914481976169957633e+01 3.974592514266212830e-03 5.007515883603494986e-04
2.571913809059344302e+01 3.193418561780454138e-03 3.872588834420249634e-04
3.455107294592217926e+01 1.677965556194485229e-03 2.421934663899515648e-04
4.641588833612777165e+01 7.286092953610948109e-04 1.376942141753902864e-04
6.235507341273912374e+01 3.099213753309776722e-04 7.748034383274441804e-05
8.376776400682915380e+01 2.883742084449797427e-04 6.448243330406685885e-05
1.125335582600764610e+02 1.073300400883405695e-04 3.394073880363359714e-05
1.511775070615661605e+02 1.118521146150819779e-04 2.989373506255764255e-05
2.030917620904734804e+02 5.947179341502289773e-05 1.880663237264758271e-05
2.728333376486766610e+02 1.770785260104917430e-05 8.853926300524587149e-06
3.665241237079625876e+02 2.965809747372897127e-05 9.886032491242990989e-06
4.923882631706736674e+02 1.226494640790311286e-05 5.485050781692644548e-06
8.886238162743397879e+02 5.436825391413443210e-06 2.718412695706721605e-06
1.193776641714435755e+03 2.023532861556333639e-06 1.430853808360302697e-06
2.154434690031882383e+03 1.121243672432593258e-06 7.928390041395946141e-07
