# gamma	CrltnCoeff
0.000000000000000000e+00 -3.186386287068967982e-02
8.000000412381073900e-03 -8.347508969478566188e-02
1.600000082476214780e-02 -7.416359339626228675e-02
2.400000009164024103e-02 -5.929293280209205208e-02
3.200000279502729361e-02 -8.236874965413477911e-02
4.000000206190538338e-02 -1.020003064916480684e-01
4.800000018328048207e-02 -9.935224357577251975e-02
5.600000288666753118e-02 -1.497771584719080618e-01
6.400000444455158921e-02 -1.533550652142964543e-01
7.200000600243565418e-02 -1.403868605945932657e-01
8.000000412381075288e-02 -1.432510784318803410e-01
8.800000453619183372e-02 -1.672693293303761652e-01
9.600000151206394827e-02 -2.029056266640260897e-01
1.040000030699480132e-01 -1.937193410193268905e-01
1.120000057733350624e-01 -2.200858368220935390e-01
1.200000073312191273e-01 -2.470380057242257399e-01
1.280000088891031784e-01 -2.562742381999695285e-01
1.360000115924902275e-01 -2.890617589561530476e-01
1.440000131503743064e-01 -2.616855865292659900e-01
1.520000032532284884e-01 -2.727964527064098421e-01
1.600000059566155375e-01 -2.821994004819629587e-01
1.680000075144995886e-01 -2.614267037745288680e-01
1.760000090723836674e-01 -2.464224106532572345e-01
1.840000003207408474e-01 -2.821556612282154486e-01
1.920000030241278965e-01 -2.793570546418761569e-01
2.000000045820119476e-01 -2.862241870831548352e-01
