# gamma	d2min
0.000000000000000000e+00 4.702951466794853985e+00
8.000000000000067821e-03 4.713900181489853125e+00
1.599999999999997605e-02 4.685015833597613089e+00
2.400000000000004560e-02 4.637231573647834004e+00
3.199999999999995209e-02 4.645659714905300497e+00
4.000000000000002165e-02 4.677937787070841402e+00
4.799999999999992467e-02 4.721437249992497698e+00
5.599999999999999423e-02 4.623869446166414932e+00
6.400000000000007072e-02 4.622298734882668292e+00
7.199999999999996680e-02 4.711048300618845275e+00
8.000000000000004330e-02 4.587725750619373599e+00
8.799999999999993938e-02 4.557273541435631792e+00
9.600000000000001588e-02 4.628643169018654469e+00
1.039999999999999258e-01 4.645513637292816078e+00
1.119999999999999885e-01 4.628793291648007013e+00
1.200000000000000649e-01 4.618112509461738568e+00
1.279999999999999749e-01 4.649552497012654939e+00
1.360000000000000098e-01 4.676484723859102743e+00
1.439999999999999336e-01 4.651431701580897915e+00
1.519999999999999962e-01 4.654608549849490906e+00
1.600000000000000866e-01 4.653058102024755449e+00
1.679999999999999827e-01 4.573686794411224277e+00
1.760000000000000731e-01 4.763357355948734551e+00
1.840000000000000524e-01 4.651549408791493256e+00
1.920000000000000318e-01 4.635723484877596334e+00
2.000000000000000111e-01 4.716968840378536143e+00
