# s	p(s)	error
1.000000000000000000e+00 1.273609305759963339e+00 4.125625220471932503e-02
1.804721766827170226e+00 1.829068708036929169e-01 1.163808549359689540e-02
2.424462017082328114e+00 7.496643294756409615e-02 6.428318591843999730e-03
3.257020655659783159e+00 4.390425254636435431e-02 4.244384296084640663e-03
4.375479375074184496e+00 2.535103963937642216e-02 2.782638105985459163e-03
5.878016072274911963e+00 2.682838691600612432e-02 2.469753203403071608e-03
7.896522868499724623e+00 2.030900617281849660e-02 1.853950133560725456e-03
1.060818355139448244e+01 1.196811910650873514e-02 1.227903111845468024e-03
1.425102670302997687e+01 5.814185164436901955e-03 7.384022542861100541e-04
1.914481976169957633e+01 3.211070735718354625e-03 4.734465506260589424e-04
2.571913809059344302e+01 2.961841189224701226e-03 3.923054491616125993e-04
3.455107294592217926e+01 1.585862907252763533e-03 2.476701760652656845e-04
4.641588833612777165e+01 1.094108149583570243e-03 1.774877788961956864e-04
6.235507341273912374e+01 3.857838414012669135e-04 9.093012344234380185e-05
8.376776400682915380e+01 2.074004776340293598e-04 5.752254282040116597e-05
1.125335582600764610e+02 1.068818054096788462e-04 3.562726846989294646e-05
1.511775070615661605e+02 7.956071051703480579e-05 2.652023683901160193e-05
2.030917620904734804e+02 6.580380629812767734e-05 2.080899066106164542e-05
2.728333376486766610e+02 9.796611432108664488e-06 6.927250376293691021e-06
3.665241237079625876e+02 1.093860685469796050e-05 6.315407612119353510e-06
4.923882631706736674e+02 8.142483466577625143e-06 4.701065021300669418e-06
6.614740641230146139e+02 6.061104296386261209e-06 3.499380197105005363e-06
8.886238162743397879e+02 6.015688856676370290e-06 3.007844428338185145e-06
