# s	p(s)	error
1.000000000000000000e+00 1.210164108422955298e+00 3.711740759636406733e-02
1.811609194200414219e+00 1.954370401243636091e-01 1.108221782575721272e-02
2.438354098268828540e+00 7.516923070206367463e-02 5.924165294528408073e-03
3.281927872511474220e+00 4.509468149276043419e-02 3.955065203132181878e-03
4.417344703140069662e+00 2.216400118406771161e-02 2.390005712962313920e-03
5.945570708544391181e+00 3.274263039795784896e-02 2.503891527200021328e-03
8.002502278161049531e+00 1.280347054669720222e-02 1.349604296081479554e-03
1.077105056036769071e+01 1.088654730292355592e-02 1.072683379569109923e-03
1.449740670372631612e+01 8.245366800024958240e-03 8.046654061631770740e-04
1.951293422635963282e+01 4.609093458699136704e-03 5.185635284619679675e-04
2.626363527653332852e+01 2.600802748477110734e-03 3.357621910540775352e-04
3.534981105030105653e+01 1.545842148123764952e-03 2.231230950859812824e-04
4.757944314009409226e+01 9.331603040667170532e-04 1.494252366943971415e-04
6.404004271197280218e+01 3.555407518981230290e-04 7.950132900155903863e-05
8.619535664753031767e+01 2.509462636019195274e-04 5.757102122630980781e-05
1.160155301739971492e+02 1.471926532373809453e-04 3.800497964483064010e-05
1.561523006000496423e+02 5.832471209174234887e-05 2.062089971541201813e-05
2.101748011332487067e+02 5.416644815323850751e-05 1.712893489256548890e-05
2.828869434625969461e+02 2.414623099112373248e-05 9.857657523271812710e-06
3.807546021222372019e+02 2.092974236863608624e-05 7.910699044580432552e-06
5.124805876960931528e+02 1.110717434184300036e-05 4.967279373260486662e-06
6.897785379387657940e+02 3.300892052316076265e-06 2.334083154157477301e-06
