# mu	p(mu)	err
-1.752131714880757954e+03 3.522023232523475262e-07 2.490446511213913578e-07
-9.679248067633388928e+02 7.044046465046942053e-07 3.522023232523471026e-07
-8.558952484608504392e+02 3.522023232523471026e-07 2.490446511213910401e-07
-6.318361318558736457e+02 5.283034848785201510e-07 3.050161592084309896e-07
-5.198065735533850784e+02 8.805058081308686830e-07 3.937741683128018460e-07
-4.077770152508967385e+02 2.993719747644947381e-06 7.260836901786803750e-07
-2.957474569484081712e+02 1.179877782895364056e-05 1.441450131446759407e-06
-1.837178986459198313e+02 6.269201353891772402e-05 3.322670072229140448e-06
-7.168834034343126405e+01 4.060540584776313813e-03 2.674071640419028876e-05
4.034121795905707586e+01 4.755259667391569488e-03 2.893798111931356013e-05
1.523707762615454158e+02 2.394975798115957905e-05 2.053674804137188422e-06
2.644003345640339830e+02 2.817618586018774280e-06 7.044046465046935700e-07
3.764298928665225503e+02 1.408809293009392857e-06 4.980893022427836685e-07
4.884594511690106629e+02 7.044046465046935700e-07 3.522023232523467850e-07
