# gamma	d2min
0.000000000000000000e+00 4.139162631443864981e+00
8.000000000000027922e-03 4.224421567406796640e+00
1.600000000000005584e-02 4.095342627718446593e+00
2.399999999999992417e-02 4.139727270323335873e+00
3.199999999999995209e-02 4.200714562774908956e+00
3.999999999999998002e-02 4.150734006198696591e+00
4.800000000000000794e-02 4.144593739120651321e+00
5.600000000000003586e-02 4.062738738480058842e+00
6.400000000000007072e-02 4.173029730510599222e+00
7.199999999999993905e-02 4.070442641615908741e+00
7.999999999999996003e-02 4.143116724122313244e+00
8.799999999999998102e-02 4.110123400297033491e+00
9.600000000000001588e-02 4.175033834623564033e+00
1.040000000000000507e-01 4.101719602785520280e+00
1.120000000000000717e-01 4.068583201287284901e+00
1.199999999999999400e-01 4.047468495522235088e+00
1.279999999999999749e-01 4.082540462309020235e+00
1.359999999999999820e-01 4.079656843860787419e+00
1.440000000000000169e-01 4.058340619584801523e+00
1.520000000000000240e-01 4.093058399550280058e+00
1.600000000000000866e-01 4.093645519132229182e+00
1.679999999999999549e-01 4.080254984206924895e+00
1.759999999999999898e-01 4.064418802093774374e+00
1.839999999999999969e-01 4.099809092476606409e+00
1.920000000000000318e-01 4.044954804567393758e+00
2.000000000000000666e-01 4.122751215891732102e+00
