# s	p(s)	error
1.000000000000000000e+00 1.295981292034077414e+00 3.941721038886765449e-02
1.804721766827170226e+00 1.786960949732823434e-01 1.089529320270288607e-02
2.424462017082328114e+00 9.098618942758021633e-02 6.707590876141224061e-03
3.257020655659783159e+00 4.527491431310502051e-02 4.082301544829670080e-03
4.375479375074184496e+00 2.685180428592122415e-02 2.712441842524128486e-03
5.878016072274911963e+00 2.161962389327266518e-02 2.099883503701705217e-03
7.896522868499724623e+00 1.852238775548827737e-02 1.676938193931941466e-03
1.060818355139448244e+01 1.152742179529985672e-02 1.141384836747191779e-03
1.425102670302997687e+01 6.982404057720320058e-03 7.664184143446819844e-04
1.914481976169957633e+01 4.195623981238743791e-03 5.125770505159264658e-04
2.571913809059344302e+01 2.051017210592095876e-03 3.092024784588784858e-04
3.455107294592217926e+01 1.492038245397204511e-03 2.275336993046416509e-04
4.641588833612777165e+01 5.682364030545079131e-04 1.211484081905564691e-04
6.235507341273912374e+01 3.845308953905862801e-04 8.598372215422114026e-05
8.376776400682915380e+01 2.719253625906973854e-04 6.238395661676343965e-05
1.125335582600764610e+02 1.171881429881795007e-04 3.533355456093722617e-05
1.511775070615661605e+02 5.551161966590421214e-05 2.098142007291213881e-05
2.030917620904734804e+02 4.132175617395395119e-05 1.561815579610428752e-05
2.728333376486766610e+02 2.197078665146642436e-05 9.825634494364780220e-06
3.665241237079625876e+02 6.541848315187828517e-06 4.625785305163104016e-06
4.923882631706736674e+02 4.869623020083064288e-06 3.443343459322849912e-06
6.614740641230146139e+02 7.249702902058823856e-06 3.624851451029411928e-06
1.193776641714435755e+03 3.012806337512754985e-06 1.739444549979199681e-06
2.154434690031882383e+03 1.112934744435974638e-06 7.869637048087949055e-07
2.894266124716748891e+03 8.284467004185006394e-07 5.858002797175419624e-07
