# gamma	percentage
0.000000000000000000e+00 1.019676885519588794e+00
7.000000310480980481e-03 1.018702671934697657e+00
1.400000062096196096e-02 1.015617662249208353e+00
2.100000207291713092e-02 1.019027409796327888e+00
2.800000124192392192e-02 1.028444807783610804e+00
3.500000155240490241e-02 1.016429506903284485e+00
4.200000300436007583e-02 1.023086633066708551e+00
4.900000103189267042e-02 1.010097118601490873e+00
5.600000248384784385e-02 9.985689245136101233e-01
6.300000279432882433e-02 1.005388419607849304e+00
7.000000310480980481e-02 9.961333905513818365e-01
7.700000455676497824e-02 9.865536236332838049e-01
8.400000486724595872e-02 9.717780509290986357e-01
9.100000061183016742e-02 9.790846528157836071e-01
9.800000206378534084e-02 9.561906335708374449e-01
1.050000023742663213e-01 9.410903230050218227e-01
1.120000038262214948e-01 9.191705173449670196e-01
1.190000041367024752e-01 8.944904398610533658e-01
1.260000044471834557e-01 8.923796437604555321e-01
1.330000058991386291e-01 8.910806923139337199e-01
1.400000062096196096e-01 8.868591001127379414e-01
1.470000076615747553e-01 8.730577409934441313e-01
1.540000091135299565e-01 8.767922264021942302e-01
1.610000094240109092e-01 8.693232555846940324e-01
1.680000108759660826e-01 8.725706342009984517e-01
1.750000111864471186e-01 8.769545953330094568e-01
1.820000012236603348e-01 8.790653914336074015e-01
1.890000129488832448e-01 8.680243041381723312e-01
1.960000029860964610e-01 8.667253526916505191e-01
