# gamma	CrltnCoeff
0.000000000000000000e+00 1.254205840014023868e-02
7.999999852663908922e-03 -4.341707564886742449e-02
1.599999970532781784e-02 -3.877361463833613880e-02
2.400000070905494373e-02 -5.100572374893407729e-02
3.199999941065563569e-02 -8.194566718119186688e-02
4.000000041438275811e-02 -1.137778176328600316e-01
4.800000141810988746e-02 -8.831778031962737863e-02
5.599999666652092506e-02 -1.107866132619272637e-01
6.399999767024804054e-02 -1.236676550128703866e-01
7.199999867397517683e-02 -1.466511283314275160e-01
8.000000082876551621e-02 -1.370186044761111110e-01
8.799999607717656769e-02 -1.672166447642596254e-01
9.600000283621977493e-02 -1.479014434907567066e-01
1.039999980846308125e-01 -1.320941792413285465e-01
1.119999933330418501e-01 -1.548041879597189530e-01
1.200000000920850574e-01 -1.631028364106852369e-01
1.279999953404961088e-01 -1.730635601323037287e-01
1.360000020995393299e-01 -2.143484432763904657e-01
1.439999984990135706e-01 -2.262931890920254763e-01
1.519999937474246221e-01 -2.455369439782444929e-01
1.600000016575310602e-01 -2.377040911427181213e-01
1.679999957548788669e-01 -2.492194370188885177e-01
1.759999910032898907e-01 -2.403407216192890994e-01
1.839999989133963010e-01 -2.475989122473122028e-01
1.920000045213763051e-01 -2.650005593827315375e-01
1.999999997697873566e-01 -2.610339472154639129e-01
