# s	p(s)	error
1.000000000000000000e+00 1.251042913455663985e+00 3.860802249850887879e-02
1.811609194200414219e+00 1.795481931421951671e-01 1.086675099305923868e-02
2.438354098268828540e+00 8.600006940455362514e-02 6.482499139986989088e-03
3.281927872511474220e+00 3.521483113095794787e-02 3.575524374464613894e-03
4.417344703140069662e+00 2.346609747863392936e-02 2.515829725056900612e-03
5.945570708544391181e+00 3.426774055252060358e-02 2.620519615647507773e-03
8.002502278161049531e+00 1.205985595476412840e-02 1.339983994973792045e-03
1.077105056036769071e+01 1.061930456384235257e-02 1.083828233525934923e-03
1.449740670372631612e+01 7.807575468142817672e-03 8.010403412585644176e-04
1.951293422635963282e+01 4.029992732987828022e-03 4.960578141393476781e-04
2.626363527653332852e+01 2.585847596646419829e-03 3.425038812197061166e-04
3.534981105030105653e+01 1.179679019760050684e-03 1.994021485528345294e-04
4.757944314009409226e+01 7.262088734091830819e-04 1.348536023348941113e-04
6.404004271197280218e+01 3.721013887342680898e-04 8.320439997318978002e-05
8.619535664753031767e+01 3.455723973213833044e-04 6.911447946427666088e-05
1.160155301739971492e+02 1.232389601219159873e-04 3.557602340051887433e-05
1.561523006000496423e+02 9.156210469967053902e-05 2.643170289796174360e-05
2.101748011332487067e+02 4.535156203168098108e-05 1.603419852500198903e-05
2.828869434625969461e+02 3.790639766269362631e-05 1.263546588756454154e-05
3.807546021222372019e+02 1.877539131102356126e-05 7.665021405515437254e-06
5.124805876960931528e+02 2.092415835824026286e-05 6.974719452746754569e-06
6.897785379387657940e+02 5.181965120051844556e-06 2.991808956993184008e-06
9.284145445194744752e+02 3.850013278291619549e-06 2.222806202605300303e-06
1.249609141291986816e+03 1.906947383810705129e-06 1.348415426458495471e-06
1.681924324880868880e+03 2.125189743249725808e-06 1.226978870344260947e-06
