# s	p(s)	error
1.000000000000000000e+00 1.264140058618758555e+00 3.919931916359103985e-02
1.811609194200414219e+00 1.757918066702664484e-01 1.086045408572208770e-02
2.438354098268828540e+00 7.826448513586950484e-02 6.246185910654861867e-03
3.281927872511474220e+00 4.111078796151640402e-02 3.902063310535887689e-03
4.417344703140069662e+00 2.118806464044824603e-02 2.414604060489553353e-03
5.945570708544391181e+00 3.945714110835703975e-02 2.840187164930920143e-03
8.002502278161049531e+00 1.093625289085422940e-02 1.288849763315668383e-03
1.077105056036769071e+01 1.151075901024985020e-02 1.139734975179550495e-03
1.449740670372631612e+01 6.372137287035988668e-03 7.309342760146657998e-04
1.951293422635963282e+01 4.485096278107715724e-03 5.285736654207518750e-04
2.626363527653332852e+01 2.452917181485277098e-03 3.369340873682464773e-04
3.534981105030105653e+01 1.444189050599436336e-03 2.228432084860660788e-04
4.757944314009409226e+01 8.941503355641328187e-04 1.511389920937915472e-04
6.404004271197280218e+01 4.175734928411554948e-04 8.902696780484871050e-05
8.619535664753031767e+01 2.397324947069552658e-04 5.814367044527078178e-05
1.160155301739971492e+02 1.152493303130589490e-04 3.474898054437721367e-05
1.561523006000496423e+02 7.784190706525115941e-05 2.461577237373468622e-05
2.101748011332487067e+02 3.470023848471133200e-05 1.416631304007175055e-05
2.828869434625969461e+02 2.148418856408156470e-05 9.608021214141995161e-06
3.807546021222372019e+02 6.384791045772800533e-06 4.514729044925095565e-06
5.124805876960931528e+02 9.487339160282380835e-06 4.743669580141190417e-06
6.897785379387657940e+02 5.286563238539013835e-06 3.052198708858479485e-06
3.046989570903508138e+03 1.196773988405537779e-06 6.909577843650793492e-07
