# s	p(s)	error
1.000000000000000000e+00 1.187333955864553481e+00 3.672947687525802973e-02
1.811609194200414219e+00 1.825093298889334803e-01 1.069888639490537176e-02
2.438354098268828540e+00 8.247704447732215338e-02 6.199354288279185048e-03
3.281927872511474220e+00 4.292884960829319169e-02 3.855124499779748106e-03
4.417344703140069662e+00 2.237765427797402257e-02 2.399136365168255073e-03
5.945570708544391181e+00 4.261553179464245417e-02 2.853747084475651528e-03
8.002502278161049531e+00 1.263632530969476843e-02 1.339447803934716661e-03
1.077105056036769071e+01 1.002125558024087419e-02 1.028159128603968681e-03
1.449740670372631612e+01 6.191464203787833652e-03 6.965941464698269681e-04
1.951293422635963282e+01 4.308893268754209263e-03 5.008986680918139141e-04
2.626363527653332852e+01 2.249598960141090120e-03 3.119632461545835409e-04
3.534981105030105653e+01 1.639229182376819669e-03 2.295379977239778797e-04
4.757944314009409226e+01 1.074607226063767525e-03 1.601929871060711987e-04
6.404004271197280218e+01 4.612945596659333942e-04 9.046730620195329181e-05
8.619535664753031767e+01 3.295434889550612938e-04 6.590869779101226147e-05
1.160155301739971492e+02 1.371098022006274363e-04 3.664413601450654598e-05
1.561523006000496423e+02 1.018676403308310348e-04 2.722527206550607405e-05
2.101748011332487067e+02 4.324799115128068612e-05 1.529047390788318588e-05
2.828869434625969461e+02 2.409877377612545420e-05 9.838283196378590616e-06
3.807546021222372019e+02 1.790452017316948162e-05 7.309489752272189963e-06
5.124805876960931528e+02 1.330241304431102816e-05 5.430687384384169595e-06
6.897785379387657940e+02 8.236011125029990069e-06 3.683256147802315339e-06
