# mu	p(mu)	err
-3.334645122842262026e+03 1.091154619862253124e-06 7.715628310276286340e-07
-1.707407195698319811e+03 1.091154619862253124e-06 7.715628310276286340e-07
-1.454281295920373395e+03 1.091154619862246347e-06 7.715628310276238694e-07
-1.201155396142426980e+03 1.636731929793359251e-06 9.449676202574516604e-07
-1.128833710491584952e+03 1.091154619862253124e-06 7.715628310276286340e-07
-1.092672867666164166e+03 1.636731929793359251e-06 9.449676202574516604e-07
-1.020351182015322138e+03 1.091154619862253124e-06 7.715628310276286340e-07
-9.480294963644801101e+02 2.182309239724506247e-06 1.091154619862253124e-06
-9.118686535390593235e+02 1.091154619862253124e-06 7.715628310276286340e-07
-8.757078107136385370e+02 2.182309239724479142e-06 1.091154619862239571e-06
-8.395469678882172957e+02 1.091154619862253124e-06 7.715628310276286340e-07
-8.033861250627965092e+02 1.636731929793379791e-06 9.449676202574635189e-07
-7.672252822373757226e+02 3.273463859586718501e-06 1.336386024571516788e-06
-7.310644394119544813e+02 1.636731929793379791e-06 9.449676202574635189e-07
-6.949035965865336948e+02 1.636731929793379791e-06 9.449676202574635189e-07
-6.587427537611129083e+02 2.727886549655598822e-06 1.219947951987454857e-06
-6.225819109356916670e+02 3.819041169517886885e-06 1.443461883037370813e-06
-5.864210681102708804e+02 6.546927719173519165e-06 1.889935240514927038e-06
-5.502602252848500939e+02 4.910195789380077964e-06 1.636731929793359251e-06
-5.140993824594288526e+02 6.001350409242392709e-06 1.809475231172985766e-06
-4.779385396340080661e+02 1.254827812841591357e-05 2.616496861371851069e-06
-4.417776968085872795e+02 8.183659648966796888e-06 2.113011835431869256e-06
-4.056168539831660382e+02 9.820391578760279594e-06 2.314688493082886537e-06
-3.694560111577452517e+02 1.473058736814041939e-05 2.834902860772390663e-06
-3.332951683323244652e+02 2.127751508731367259e-05 3.407129208491425675e-06
-2.971343255069032239e+02 2.073193777738281210e-05 3.363164409041582336e-06
-2.609734826814824373e+02 2.891559742634971063e-05 3.971862769396657037e-06
-2.248126398560616508e+02 5.455773099311198151e-05 5.455773099311198490e-06
-1.886517970306404095e+02 9.438487461808490228e-05 7.175949135293632677e-06
-1.524909542052196230e+02 1.347575955529882702e-04 8.574420474561886041e-06
-1.163301113797988364e+02 2.962484792925980555e-04 1.271323909960166968e-05
-8.016926855437759514e+01 6.819716374139082968e-04 1.928907077569071903e-05
-4.400842572895680860e+01 2.117385539842702499e-03 3.398819658226143566e-05
-7.847582903536022059e+00 7.594981731551118942e-03 6.437118689348253963e-05
2.831325992188521923e+01 1.115050906037236451e-02 7.799656875478952489e-05
6.447410274730600577e+01 3.992534754075984654e-03 4.667157990614103887e-05
1.006349455727267923e+02 8.674679227904912851e-04 2.175478834113489044e-05
1.367957883981475788e+02 2.487832533285906146e-04 1.165034326133460955e-05
1.729566312235688201e+02 9.711276116774054641e-05 7.278909190110827883e-06
2.091174740489896067e+02 4.637407134414576061e-05 5.029974263800282275e-06
2.452783168744103932e+02 3.164348397600495158e-05 4.154993004143000823e-06
2.814391596998316345e+02 1.800405122772717813e-05 3.134103035429050865e-06
3.176000025252524210e+02 1.200270081848478542e-05 2.558984412703027790e-06
3.537608453506732076e+02 8.729236958897916568e-06 2.182309239724479142e-06
3.899216881760944489e+02 8.183659648966900226e-06 2.113011835431895938e-06
4.260825310015152354e+02 2.727886549655633126e-06 1.219947951987470104e-06
4.622433738269360219e+02 6.546927719173437002e-06 1.889935240514903321e-06
4.984042166523572632e+02 6.001350409242392709e-06 1.809475231172985766e-06
5.345650594777780498e+02 4.910195789380139797e-06 1.636731929793380003e-06
6.068867451286200776e+02 1.636731929793379791e-06 9.449676202574635189e-07
6.430475879540408641e+02 1.091154619862239571e-06 7.715628310276189990e-07
6.792084307794621054e+02 1.091154619862267100e-06 7.715628310276384807e-07
8.238518020811452516e+02 1.091154619862239571e-06 7.715628310276189990e-07
8.961734877319877342e+02 1.636731929793400332e-06 9.449676202574753774e-07
1.113138544684513363e+03 1.091154619862280652e-06 7.715628310276481157e-07
