# mu	p(mu)	err
-2.353330648835841657e+03 3.387862185114291997e-07 2.395580324819790222e-07
-1.654534737707486101e+03 3.387862185114285115e-07 2.395580324819785458e-07
-1.072204811767189767e+03 1.016358655534287599e-06 4.149266836200232025e-07
-9.557388265791305457e+02 3.387862185114291997e-07 2.395580324819790222e-07
-8.392728413910713243e+02 6.775724370228570230e-07 3.387862185114285115e-07
-7.228068562030118756e+02 6.775724370228583994e-07 3.387862185114291997e-07
-6.063408710149526541e+02 1.693931092557145999e-06 5.356680451858077220e-07
-4.898748858268934327e+02 4.912400168415723290e-06 9.122098105349643434e-07
-3.734089006388342113e+02 1.270448319417856968e-05 1.466987358414814673e-06
-2.569429154507747626e+02 4.302584975095150434e-05 2.699681919723671404e-06
-1.404769302627155412e+02 5.088569002041666567e-04 9.284226003917001648e-06
-2.401094507465631978e+01 7.560183859191798271e-03 3.578607341485464587e-05
9.245504011340290162e+01 4.255154904503550325e-04 8.489958301655901936e-06
2.089210253014621230e+02 1.710870403482717448e-05 1.702379679094873700e-06
3.253870104895213444e+02 3.218469075858577080e-06 7.383674449778040936e-07
4.418529956775805658e+02 2.032717311068575198e-06 5.867949433659271398e-07
5.583189808656397872e+02 1.524537983301431293e-06 5.081793277671437996e-07
6.747849660536990086e+02 6.775724370228557524e-07 3.387862185114278762e-07
1.024182921617877128e+03 3.387862185114291997e-07 2.395580324819790222e-07
