# r	c(r)	err
2.189566042042041971e+00 6.475845006965494366e-02 5.479966243511909946e-02
2.307088815718884689e+00 7.030174490027030210e-02 1.158102636530198778e-02
2.422595286296271411e+00 1.077449860935175523e-02 7.683900920301752792e-03
2.551066087237365831e+00 5.213404931549409267e-03 8.425105124905048551e-03
2.680536233671380941e+00 1.536242481671738248e-02 1.162869315077413868e-02
2.812363422591382722e+00 2.484152704216377374e-03 1.822706541441223085e-02
2.944376197969574172e+00 3.174968988452497864e-02 3.562352499395482486e-02
3.076624909952538012e+00 3.869292913948755436e-02 6.884283908215142744e-02
3.209087891304554407e+00 1.378126471797960773e-01 1.474419561548971358e-01
3.385062943396371704e+00 -5.649573010066004375e-02 1.373605639486890351e-01
3.517654311688304780e+00 3.502218829760634505e-02 3.603749850782235475e-02
3.642695882848124178e+00 3.657933079422331923e-02 1.872843083018238194e-02
3.774529964861739639e+00 2.014260473104433763e-02 1.200038401843298193e-02
3.905756941021071960e+00 1.651808609646453208e-02 8.450033747389668407e-03
4.036301675329601935e+00 8.005752831637475558e-03 7.365895452772246686e-03
4.167143592250504014e+00 -4.642930626447827613e-03 7.504597974820870730e-03
4.300528788124420743e+00 1.002160527122067553e-03 8.323801102618546069e-03
4.436071240650292680e+00 -9.052253657247631008e-03 9.177788727679403805e-03
4.574013422249000982e+00 2.581373527445405061e-02 9.279169098743650715e-03
4.710236804094957819e+00 1.542928030684954065e-02 8.247580463246251270e-03
4.842680315879491104e+00 4.433956277874968877e-03 7.428018440762046426e-03
4.973932979518933095e+00 4.790641352466848239e-03 7.303162186990617630e-03
5.107108057483337404e+00 6.846200259737659534e-03 7.878902192431336618e-03
5.240667409381805975e+00 1.822201859806683519e-02 9.000976658954119511e-03
5.376151233811326868e+00 1.683842814330381923e-02 1.042345498062707994e-02
5.514271604722851272e+00 -5.738912475422511782e-03 1.068068893520002401e-02
5.651778291283590328e+00 1.635006742507667116e-02 9.402217680557519233e-03
5.786227797087181379e+00 1.879004881294327189e-02 7.822532873725676975e-03
5.919304732355170628e+00 -8.380860427283287270e-03 6.698448048894698262e-03
6.052538622729580098e+00 5.629175501005144640e-03 6.039237567811589665e-03
6.185921930924431322e+00 -1.065488819115958941e-03 5.677421056292933192e-03
6.319908024055207463e+00 8.109301798786256940e-03 5.574860100641139578e-03
6.453358394127837627e+00 8.771812976867802286e-03 5.618775605543073481e-03
6.587475440602880816e+00 1.314153816820285738e-02 5.859486761906497650e-03
6.721849117647026084e+00 6.799835252142573915e-03 6.088174278382651149e-03
6.857529708419504821e+00 -1.899354422592618250e-03 6.189133252155093988e-03
6.992226058706369152e+00 -6.417335331209089375e-03 6.130586791755350887e-03
7.126973951471756941e+00 5.315433858033099049e-03 5.930046665796344721e-03
7.260948501874342043e+00 9.699618591970132764e-03 5.759791508536517800e-03
7.395105723113100105e+00 -7.991897502372427272e-04 5.768505484994700810e-03
7.529417979431745955e+00 2.073465100923180433e-03 5.816313207127863510e-03
7.664639559482322007e+00 4.764189632231441082e-03 5.812676505964312242e-03
7.799524389428376558e+00 8.423381498187656677e-03 5.605870851315979293e-03
7.933889154168074498e+00 -3.227289595234847461e-03 5.298724406159045081e-03
