# mu	p(mu)	err
-4.656161853511932804e+02 2.051411844476520556e-06 1.025705922238260278e-06
-4.271479754563251277e+02 4.102823688953035182e-06 1.450567226235748586e-06
-3.886797655614569180e+02 6.154235533429552773e-06 1.776574770940956220e-06
-3.502115556665887084e+02 8.205647377906082223e-06 2.051411844476520556e-06
-3.117433457717205556e+02 1.538558883357388278e-05 2.809011354882671031e-06
-2.732751358768523460e+02 2.974547174490950422e-05 3.905771788553733907e-06
-2.348069259819841363e+02 5.743953164534257387e-05 5.427525577057184093e-06
-1.963387160871159836e+02 1.076991218350173218e-04 7.431945474976158403e-06
-1.578705061922478308e+02 2.159110966311534913e-04 1.052286297761999459e-05
-1.194022962973796211e+02 4.795175186463859263e-04 1.568189973652096554e-05
-8.093408640251141151e+01 1.173920428001687215e-03 2.453667800699395939e-05
-4.246587650764320188e+01 2.994035587013477683e-03 3.918545669627844253e-05
-3.997666612774992245e+00 6.194750917357981848e-03 5.636485031792857488e-05
3.447054328209310370e+01 7.357388580215030831e-03 6.142685503480823273e-05
7.293875317696131333e+01 4.532594470370865554e-03 4.821363391906785349e-05
1.114069630718295230e+02 1.823192276778504801e-03 3.057825302131211777e-05
1.498751729666977326e+02 6.364505247488396432e-04 1.806669688192244787e-05
1.883433828615659422e+02 2.128339788644386700e-04 1.044760911823339482e-05
2.268115927564341519e+02 8.718500339025225766e-05 6.686784515286277574e-06
2.652798026513022478e+02 3.077117766714776556e-05 3.972541954935096438e-06
3.037480125461704574e+02 1.282132402797823452e-05 2.564264805595646989e-06
3.422162224410386671e+02 4.615676650072177709e-06 1.538558883357392640e-06
3.806844323359067630e+02 5.128529611191278731e-06 1.621783461898220328e-06
4.576208521256431823e+02 1.025705922238258796e-06 7.252836131178742932e-07
