# s	p(s)	error
1.000000000000000000e+00 1.277230959250730047e+00 4.135187912284137013e-02
1.811609194200414219e+00 1.707137592971325890e-01 1.123214072825024119e-02
2.438354098268828540e+00 8.290891570353621509e-02 6.747031872876871166e-03
3.281927872511474220e+00 4.364915169124845840e-02 4.219722765581911637e-03
4.417344703140069662e+00 2.424653920585452885e-02 2.710845494170224627e-03
5.945570708544391181e+00 3.400199985818283532e-02 2.767043505972779146e-03
8.002502278161049531e+00 1.003798416491097703e-02 1.295898183339799260e-03
1.077105056036769071e+01 1.242976728803919101e-02 1.242976728803919144e-03
1.449740670372631612e+01 7.203197828847318629e-03 8.156015474004032172e-04
1.951293422635963282e+01 5.351716317022615910e-03 6.059625479021606359e-04
2.626363527653332852e+01 1.682209818485808908e-03 2.928351420276695434e-04
3.534981105030105653e+01 1.401314737930280758e-03 2.303747238118103067e-04
4.757944314009409226e+01 7.316022887217521605e-04 1.434790133223598843e-04
6.404004271197280218e+01 2.926829913610625236e-04 7.822281975780094468e-05
8.619535664753031767e+01 1.863882099271905719e-04 5.380564158761797796e-05
1.160155301739971492e+02 1.269397440872877013e-04 3.827377292011533225e-05
1.561523006000496423e+02 4.286893353431386081e-05 1.917156990112922117e-05
2.101748011332487067e+02 5.096011555759984564e-05 1.801712164041446379e-05
2.828869434625969461e+02 1.893076439291744900e-05 9.465382196458724500e-06
3.807546021222372019e+02 1.054865662819433912e-05 6.090269743876932351e-06
5.124805876960931528e+02 1.044969547158476218e-05 5.224847735792381091e-06
9.284145445194744752e+02 2.884092083722546869e-06 2.039361069966652666e-06
1.249609141291986816e+03 2.142776448876688583e-06 1.515171757567535847e-06
2.263803409521446611e+03 1.774204217777581794e-06 1.024337282731256262e-06
