# gamma	CrltnCoeff
0.000000000000000000e+00 1.086754719580826367e-02
8.000001320016655176e-03 -8.186018316893226010e-02
1.600000148617259851e-02 -6.804084978578996135e-02
2.399999934460711817e-02 -7.210240915832540065e-02
3.200000181848448172e-02 -8.108523010971376010e-02
4.000000198464042506e-02 -8.531631790647759006e-02
4.799999868921423635e-02 -1.153455997027159341e-01
5.599999885537017275e-02 -1.363377627089416844e-01
6.400000363696896344e-02 -1.851412877153623404e-01
7.200000380312490678e-02 -2.103336110209933774e-01
8.000000396928086399e-02 -2.010756862943700041e-01
8.800000298157609202e-02 -2.187927124409849711e-01
9.599999737842847269e-02 -2.662327338185997982e-01
1.040000021600272495e-01 -2.962787322770910614e-01
1.119999965568796302e-01 -3.128938193249726774e-01
1.200000024923391501e-01 -3.320459357891324403e-01
1.280000072739379269e-01 -3.632610123870730900e-01
1.360000016707903214e-01 -3.512203282141666549e-01
1.440000076062498136e-01 -3.435283142019622815e-01
1.520000008492414789e-01 -3.509237001748445328e-01
1.600000079385617002e-01 -3.441344932319341798e-01
1.680000011815533933e-01 -3.889052905452373143e-01
1.760000059631521840e-01 -3.696222504620260696e-01
1.840000015138652523e-01 -3.374313166777034301e-01
1.919999947568569454e-01 -3.746693371425344199e-01
1.999999995384557083e-01 -3.612614495855309693e-01
