# r	g(r)	err
2.040404040404040664e+00 0.000000000000000000e+00 nan
2.121212121212121104e+00 2.193761667922217769e-03 3.385047743788244072e-04
2.202020202020201989e+00 1.226270488771014772e-01 2.437956858274794355e-03
2.282828282828282873e+00 1.059363197166331094e+00 6.911994324286788692e-03
2.363636363636363313e+00 2.889029788909664109e+00 1.102426194649589603e-02
2.444444444444444642e+00 4.056720977921118632e+00 1.263169335707388201e-02
2.525252525252525082e+00 3.943948236609231106e+00 1.205632553298384771e-02
2.606060606060606410e+00 3.240900231506019136e+00 1.059015938299877509e-02
2.686868686868686851e+00 2.386139026692128517e+00 8.813646073536929651e-03
2.767676767676767735e+00 1.680307009972555221e+00 7.180143568827282094e-03
2.848484848484848619e+00 1.131970427563003367e+00 5.726085172631159917e-03
2.929292929292929060e+00 7.499769451914205520e-01 4.532265365661630047e-03
3.010101010101010388e+00 5.246337402613002743e-01 3.688936810502428925e-03
3.090909090909090828e+00 3.844002927730808539e-01 3.075103940432955939e-03
3.171717171717171713e+00 3.047405427826309077e-01 2.668239700325683063e-03
3.252525252525252597e+00 2.502861087376286320e-01 2.358043827619014758e-03
3.333333333333333481e+00 2.384250284376510098e-01 2.245698004351258034e-03
3.414141414141414366e+00 2.476363734261029514e-01 2.234497580412561114e-03
3.494949494949494806e+00 2.776469303311460690e-01 2.311318049124154537e-03
3.575757575757576134e+00 3.238019951101508420e-01 2.439640697390381852e-03
3.656565656565656575e+00 3.900136067446893229e-01 2.618307684205386197e-03
3.737373737373737459e+00 4.839095313945590560e-01 2.853446508010732373e-03
3.818181818181818343e+00 6.401373332587845244e-01 3.212433525950357700e-03
3.898989898989899228e+00 8.311811889572779943e-01 3.584676094448921522e-03
3.979797979797980112e+00 1.071449274931032924e+00 3.987300408318319306e-03
4.060606060606060552e+00 1.284455031374841294e+00 4.278807717290787453e-03
4.141414141414141881e+00 1.452584737288820316e+00 4.461452288789397209e-03
4.222222222222222321e+00 1.533857808122437882e+00 4.496821413180131406e-03
4.303030303030302761e+00 1.534947753019272554e+00 4.413941480003296010e-03
4.383838383838384090e+00 1.451903673233224223e+00 4.213747849266726714e-03
4.464646464646464530e+00 1.350442869295244153e+00 3.990296893153263968e-03
4.545454545454545858e+00 1.248299139307028627e+00 3.768219504240242611e-03
4.626262626262626299e+00 1.182164620852116155e+00 3.602988469930497838e-03
4.707070707070707627e+00 1.193920914961528412e+00 3.558698823749746696e-03
4.787878787878788067e+00 1.220948525363188431e+00 3.538015303063797839e-03
4.868686868686868507e+00 1.254363052626018105e+00 3.526581783285253485e-03
4.949494949494949836e+00 1.249139406166811961e+00 3.461774271950893156e-03
5.030303030303030276e+00 1.195266804152979923e+00 3.331903829773258125e-03
5.111111111111111605e+00 1.100462331786380865e+00 3.146490648056246304e-03
5.191919191919192045e+00 9.783270624666142723e-01 2.920574479544611919e-03
5.272727272727273373e+00 8.513373906569419169e-01 2.682685255861563898e-03
5.353535353535353813e+00 7.402364152776983452e-01 2.463761842410964846e-03
5.434343434343434254e+00 6.497860456431694409e-01 2.274009559069796113e-03
5.515151515151515582e+00 5.920189454642161841e-01 2.138772203534881379e-03
5.595959595959596022e+00 5.656029016370989204e-01 2.060323523419392653e-03
5.676767676767677351e+00 5.853943865921770184e-01 2.066223671169636206e-03
5.757575757575757791e+00 6.352530151358106725e-01 2.122207686701136145e-03
5.838383838383839120e+00 7.195850048074394767e-01 2.227422412666054709e-03
5.919191919191919560e+00 8.326591589029770368e-01 2.363335546148988709e-03
6.000000000000000000e+00 9.555468637014393751e-01 2.497634715051394710e-03
6.080808080808081328e+00 1.070418573248417715e+00 2.608373012722731057e-03
