# s	p(s)	error
1.000000000000000000e+00 1.265477129834605252e+00 3.856083674034491843e-02
1.811609194200414219e+00 1.842011857170883782e-01 1.093032943133000374e-02
2.438354098268828540e+00 8.095638462461914042e-02 6.245920674199162068e-03
3.281927872511474220e+00 3.651823146851817387e-02 3.615843716240674070e-03
4.417344703140069662e+00 2.393976134699996733e-02 2.523472416579348836e-03
5.945570708544391181e+00 3.379412137415242767e-02 2.584301051854005250e-03
8.002502278161049531e+00 1.292098026734258935e-02 1.377381124507073276e-03
1.077105056036769071e+01 1.352702268001910665e-02 1.214762496983933047e-03
1.449740670372631612e+01 6.564978283880499796e-03 7.294420315422777551e-04
1.951293422635963282e+01 3.853860505633296702e-03 4.817325632041620878e-04
2.626363527653332852e+01 1.879027123930231222e-03 2.899401798920695351e-04
3.534981105030105653e+01 1.329570871980433359e-03 2.102236133037158061e-04
4.757944314009409226e+01 9.384320664682613451e-04 1.522337834571595714e-04
6.404004271197280218e+01 4.036543764131169656e-04 8.605940221135375168e-05
8.619535664753031767e+01 2.862688025030113133e-04 6.246897412259110212e-05
1.160155301739971492e+02 1.316636288727976304e-04 3.651692038573329916e-05
1.561523006000496423e+02 7.524717682974279014e-05 2.379524662794352979e-05
2.101748011332487067e+02 1.118118795618476216e-05 7.906293825539598055e-06
2.828869434625969461e+02 1.246082936716730732e-05 7.194263189460039762e-06
3.807546021222372019e+02 9.257947016370560181e-06 5.345078202044836198e-06
5.124805876960931528e+02 1.375664178240945306e-05 5.616125490192408864e-06
6.897785379387657940e+02 6.813792618561396494e-06 3.406896309280698247e-06
9.284145445194744752e+02 2.531201141771129707e-06 1.789829491893497297e-06
