# mu	p(mu)	err
-6.019269921682891891e+02 8.998280969446123140e-07 6.362745492517214134e-07
-5.580774270779701283e+02 1.349742145416918365e-06 7.792739909930408708e-07
-5.142278619876510675e+02 1.349742145416918365e-06 7.792739909930408708e-07
-4.703782968973320067e+02 1.799656193889224628e-06 8.998280969446123140e-07
-4.265287318070129459e+02 3.149398339306142570e-06 1.190360683611981585e-06
-3.826791667166938851e+02 4.499140484723066864e-06 1.422753144479888661e-06
-3.388296016263748811e+02 5.398968581667681084e-06 1.558547981986083859e-06
-2.949800365360558771e+02 1.439724955111379702e-05 2.545098197006885654e-06
-2.511304714457368163e+02 2.789467100528298152e-05 3.542626760299470039e-06
-2.072809063554177555e+02 5.533942796209366017e-05 4.989788179328567112e-06
-1.634313412650986947e+02 1.426227533657210616e-04 8.010491893200990678e-06
-1.195817761747796339e+02 3.608310668747895483e-04 1.274138791938374447e-05
-7.573221108446057315e+01 1.108138301387290173e-03 2.232861369284667983e-05
-3.188264599414151235e+01 3.777928265021955178e-03 4.122793956231603452e-05
1.196691909617754845e+01 7.573853091982801766e-03 5.837450562658733240e-05
5.581648418649660925e+01 6.371682754464816183e-03 5.354166212999413157e-05
9.966604927681555637e+01 2.417838096490173335e-03 3.298210615686130673e-05
1.435156143671346172e+02 6.762208148538761607e-04 1.744251256190315185e-05
1.873651794574536780e+02 1.664681979347537035e-04 8.654269517106249853e-06
2.312147445477726251e+02 5.848882630139964477e-05 5.129809414749845286e-06
2.750643096380917996e+02 1.484716359958614056e-05 2.584559437006716468e-06
3.189138747284107467e+02 1.079793716333531812e-05 2.204119693733929026e-06
3.627634398187299212e+02 5.398968581667687860e-06 1.558547981986085977e-06
4.066130049090488683e+02 2.249570242361524962e-06 1.006038396416209258e-06
4.504625699993680428e+02 8.998280969446146434e-07 6.362745492517231075e-07
