# gamma	percentage
0.000000000000000000e+00 1.105981691919191867e+01
8.000000220235520959e-03 1.093158143939393945e+01
1.600000044047104192e-02 1.080531881313131315e+01
2.400000180776656195e-02 1.101049558080808133e+01
3.200000088094207690e-02 1.098682133838383912e+01
4.000000110117759439e-02 1.080137310606060552e+01
4.800000246847312829e-02 1.082110164141414188e+01
5.599999924752863123e-02 1.074416035353535293e+01
6.400000176188415379e-02 1.058633207070707094e+01
7.200000427623967636e-02 1.049360795454545503e+01
8.000000220235520265e-02 1.033775252525252597e+01
8.800000356965072268e-02 1.028448547979797922e+01
9.600000608400624524e-02 1.011284722222222143e+01
1.040000074513017791e-01 9.964883207070707627e+00
1.119999996421172789e-01 9.933317550505050164e+00
1.200000010094128128e-01 9.655145202020202433e+00
1.280000035237683631e-01 9.599905303030302761e+00
1.360000060381238440e-01 9.536773989898989612e+00
1.440000085524793805e-01 9.503235479797979224e+00
1.519999995962348915e-01 9.465751262626262985e+00
1.600000021105904002e-01 9.461805555555555358e+00
1.680000046249459367e-01 9.479561237373737015e+00
1.760000059922414428e-01 9.424321338383839120e+00
1.840000085065969515e-01 9.339488636363636687e+00
1.920000110209524880e-01 9.331597222222221433e+00
2.000000135353079966e-01 9.254655934343434254e+00
