# gamma	CrltnCoeff
0.000000000000000000e+00 3.319361143973568323e-02
8.000000220235520959e-03 -7.002177174301059404e-02
1.600000044047104192e-02 -9.827675106079247769e-02
2.400000180776656195e-02 -1.039229003293423714e-01
3.200000088094207690e-02 -1.163530030887501426e-01
4.000000110117759439e-02 -1.337960324685401325e-01
4.800000246847312829e-02 -1.081297815779131005e-01
5.599999924752863123e-02 -1.267981809177664010e-01
6.400000176188415379e-02 -1.608766528203370572e-01
7.200000427623967636e-02 -1.689001485588698948e-01
8.000000220235520265e-02 -1.490485285268679794e-01
8.800000356965072268e-02 -1.714362636652186633e-01
9.600000608400624524e-02 -1.849407687926942767e-01
1.040000074513017791e-01 -2.086920830334191290e-01
1.119999996421172789e-01 -2.204036181062613287e-01
1.200000010094128128e-01 -2.287775145143685906e-01
1.280000035237683631e-01 -2.449656769286852609e-01
1.360000060381238440e-01 -2.331270248037694837e-01
1.440000085524793805e-01 -2.470719117677672994e-01
1.519999995962348915e-01 -2.734962734175099275e-01
1.600000021105904002e-01 -2.765079525554119955e-01
1.680000046249459367e-01 -2.629746477644044900e-01
1.760000059922414428e-01 -2.315875033913650793e-01
1.840000085065969515e-01 -2.809423125749042072e-01
1.920000110209524880e-01 -2.765765254238932713e-01
2.000000135353079966e-01 -2.809282680405673083e-01
