# s	p(s)	error
1.000000000000000000e+00 1.351186084516723396e+00 4.208097864033644164e-02
1.804721766827170226e+00 1.844505518175563186e-01 1.157345694988624364e-02
2.424462017082328114e+00 6.702900909587292122e-02 6.019382711609849376e-03
3.257020655659783159e+00 4.144510178061515393e-02 4.083707222093919433e-03
4.375479375074184496e+00 2.276378367713496539e-02 2.611185068980316493e-03
5.878016072274911963e+00 2.318777452500283762e-02 2.273748361149598857e-03
7.896522868499724623e+00 1.892018822144146337e-02 1.772037984065716028e-03
1.060818355139448244e+01 1.013046371553729535e-02 1.118722567952643628e-03
1.425102670302997687e+01 5.885594250251971124e-03 7.356992812814963905e-04
1.914481976169957633e+01 3.833480368795215074e-03 5.122703621055538746e-04
2.571913809059344302e+01 2.802610713618475160e-03 3.779039515319169160e-04
3.455107294592217926e+01 1.593104449363992332e-03 2.458213533763778185e-04
4.641588833612777165e+01 8.752891112347883223e-04 1.572065651840715396e-04
6.235507341273912374e+01 3.362828244477889862e-04 8.407070611194724654e-05
8.376776400682915380e+01 3.129028877411548859e-04 6.996721273452078435e-05
1.125335582600764610e+02 2.096268712760487873e-04 4.940952739940453799e-05
1.511775070615661605e+02 5.201403786877253736e-05 2.123464204004902201e-05
2.030917620904734804e+02 3.871822518189564280e-05 1.580664924030378868e-05
2.728333376486766610e+02 1.921405608511681201e-05 9.607028042558406005e-06
3.665241237079625876e+02 1.430256485831794427e-05 7.151282429158972136e-06
6.614740641230146139e+02 5.943810198841432889e-06 3.431660418313144579e-06
8.886238162743397879e+02 2.949636817888796471e-06 2.085708195966677592e-06
2.154434690031882383e+03 1.216614983904132454e-06 8.602767052117743667e-07
9.426684551178845140e+03 2.780529582278068261e-07 1.966131322918620276e-07
