# s	p(s)	error
1.000000000000000000e+00 1.303964907160128250e+00 4.064978156889354627e-02
1.804721766827170226e+00 1.888828610487827686e-01 1.151639129215200480e-02
2.424462017082328114e+00 8.571937430377346567e-02 6.693558575878907554e-03
3.257020655659783159e+00 4.591050008225883855e-02 4.226404107074637796e-03
4.375479375074184496e+00 1.911475885105582209e-02 2.352864166686857977e-03
5.878016072274911963e+00 2.587027264237613117e-02 2.361621982506364407e-03
7.896522868499724623e+00 1.957827670064448203e-02 1.772533887319706391e-03
1.060818355139448244e+01 9.556513776952969830e-03 1.068450721659005209e-03
1.425102670302997687e+01 6.402312544415737598e-03 7.545197692386779002e-04
1.914481976169957633e+01 3.508125459339932802e-03 4.818780914976869057e-04
2.571913809059344302e+01 2.069395064781474371e-03 3.193145908908016873e-04
3.455107294592217926e+01 1.797153075529992318e-03 2.567361536471417520e-04
4.641588833612777165e+01 6.279306734996082566e-04 1.309325964532351630e-04
6.235507341273912374e+01 4.470966489965654358e-04 9.532132584626066326e-05
8.376776400682915380e+01 2.117881425555232118e-04 5.660276200171470871e-05
1.125335582600764610e+02 1.238685810784543023e-04 3.734778243190448423e-05
1.511775070615661605e+02 4.191151441268224978e-05 1.874339905334393755e-05
2.030917620904734804e+02 4.991696916401052050e-05 1.764831369607581347e-05
2.728333376486766610e+02 3.715720854754531172e-05 1.313705706696601723e-05
3.665241237079625876e+02 2.420170733314592018e-05 9.147385558096046967e-06
4.923882631706736674e+02 7.720831798813161147e-06 4.457624317412601089e-06
6.614740641230146139e+02 9.578725168135815069e-06 4.283736122747956897e-06
8.886238162743397879e+02 2.852085730787165386e-06 2.016729160764994422e-06
1.603718743751329384e+03 1.580346501722166261e-06 1.117473727992181552e-06
