# s	p(s)	error
1.000000000000000000e+00 1.183816792711130716e+00 3.660316621502163886e-02
1.811609194200414219e+00 1.949139351439604095e-01 1.103482861991277736e-02
2.438354098268828540e+00 7.333530870319426853e-02 5.834243902610201232e-03
3.281927872511474220e+00 3.862262630785283368e-02 3.649495149669977796e-03
4.417344703140069662e+00 2.638935321544788604e-02 2.600220235499983538e-03
5.945570708544391181e+00 3.578632589429266847e-02 2.609986061155942193e-03
8.002502278161049531e+00 1.258684870315720031e-02 1.334203294130743367e-03
1.077105056036769071e+01 1.376467757364462086e-02 1.202625463472451741e-03
1.449740670372631612e+01 7.260147393032379860e-03 7.528422143197604924e-04
1.951293422635963282e+01 3.770019423274545509e-03 4.676133585620190214e-04
2.626363527653332852e+01 2.800988525156094741e-03 3.474198683051546812e-04
3.534981105030105653e+01 1.696842700556077830e-03 2.330792702805993294e-04
4.757944314009409226e+01 8.563197441209787278e-04 1.427199573534964456e-04
6.404004271197280218e+01 5.478515473991652993e-04 9.839704263646307212e-05
8.619535664753031767e+01 2.888628032864036218e-04 6.158575658915103098e-05
1.160155301739971492e+02 1.268177474655764018e-04 3.517291470199839079e-05
1.561523006000496423e+02 7.247770360264967169e-05 2.291946229629643033e-05
2.101748011332487067e+02 7.000281731378008899e-05 1.941528825013634160e-05
2.828869434625969461e+02 1.200220839594032019e-05 6.929478248266130313e-06
3.807546021222372019e+02 1.486201361281100356e-05 6.646494544154527953e-06
6.897785379387657940e+02 3.281505450599262595e-06 2.320374756619355744e-06
9.284145445194744752e+02 3.657060381024067446e-06 2.111404795426960877e-06
