# s	p(s)	error
1.000000000000000000e+00 1.271523251600235049e+00 3.979343553421967050e-02
1.811609194200414219e+00 1.904205508361171972e-01 1.144126204519204000e-02
2.438354098268828540e+00 7.405762703781634815e-02 6.150151174184765972e-03
3.281927872511474220e+00 3.604899297206536068e-02 3.698548640380892264e-03
4.417344703140069662e+00 2.311804614350535317e-02 2.552961115496016689e-03
5.945570708544391181e+00 3.518959734917071619e-02 2.714936377397095171e-03
8.002502278161049531e+00 1.136045217779063816e-02 1.329640355555396312e-03
1.077105056036769071e+01 1.156220059236390089e-02 1.156220059236390003e-03
1.449740670372631612e+01 6.013208762103510428e-03 7.187159146366369150e-04
1.951293422635963282e+01 3.701723509153912687e-03 4.860601094199747813e-04
2.626363527653332852e+01 2.560574907602346066e-03 3.484501095444405617e-04
3.534981105030105653e+01 1.338736375621832342e-03 2.171717173728199724e-04
4.757944314009409226e+01 9.684583175348776812e-04 1.592135666501840320e-04
6.404004271197280218e+01 4.278284213598740728e-04 9.121332591121509821e-05
8.619535664753031767e+01 3.034128626270606315e-04 6.621011475294016002e-05
1.160155301739971492e+02 2.683628799150583133e-04 5.367257598301166267e-05
1.561523006000496423e+02 3.987678909977752066e-05 1.783344223030503551e-05
2.101748011332487067e+02 1.777621006390425333e-05 1.026309966556645582e-05
2.828869434625969461e+02 2.201180543101506173e-05 9.843978650249747195e-06
3.807546021222372019e+02 1.308318234110100756e-05 6.541591170550503782e-06
5.124805876960931528e+02 1.458049926097684398e-05 5.952463897403415515e-06
6.897785379387657940e+02 7.221856889987520185e-06 3.610928444993760093e-06
1.249609141291986816e+03 2.989824011067279521e-06 1.726175697619300646e-06
1.681924324880868880e+03 1.480887639558763528e-06 1.047145692107341355e-06
5.519954321281567900e+03 4.512249193415448498e-07 3.190642003067592701e-07
