# s	p(s)	error
1.000000000000000000e+00 1.221965930547119328e+00 3.684365907474800028e-02
1.811609194200414219e+00 1.851862934429356899e-01 1.065627372951980477e-02
2.438354098268828540e+00 7.107129626373449860e-02 5.690257729623096096e-03
3.281927872511474220e+00 3.791014127219682894e-02 3.582171641912807077e-03
4.417344703140069662e+00 2.539957769355030703e-02 2.527352442071061685e-03
5.945570708544391181e+00 4.073140186930086087e-02 2.758678631171959834e-03
8.002502278161049531e+00 1.249347106766494908e-02 1.316927481841228664e-03
1.077105056036769071e+01 1.175745158930028428e-02 1.101186233889728423e-03
1.449740670372631612e+01 5.210567214808788962e-03 6.318740881187371759e-04
1.951293422635963282e+01 3.871263603612232467e-03 4.694596688912497677e-04
2.626363527653332852e+01 2.960803692587989262e-03 3.538837280004079899e-04
3.534981105030105653e+01 1.508413994652666986e-03 2.177208064655290103e-04
4.757944314009409226e+01 9.105664919390447530e-04 1.458073312709739990e-04
6.404004271197280218e+01 3.816255826196263373e-04 8.136284759413152997e-05
8.619535664753031767e+01 4.253010758609578144e-04 7.403541436131196398e-05
1.160155301739971492e+02 1.436288034472368294e-04 3.708479758578977803e-05
1.561523006000496423e+02 8.536881860161441818e-05 2.464385520002120947e-05
2.101748011332487067e+02 6.871145096825301572e-05 1.905712766750508122e-05
2.828869434625969461e+02 3.141546527617891622e-05 1.110704426545831225e-05
3.807546021222372019e+02 1.167027909826880853e-05 5.835139549134404266e-06
5.124805876960931528e+02 8.670596665315718525e-06 4.335298332657859262e-06
1.249609141291986816e+03 1.777960935097913433e-06 1.257208233892509632e-06
1.681924324880868880e+03 1.320960880636391213e-06 9.340603963801457345e-07
