# s	p(s)	error
1.000000000000000000e+00 1.229876866335270380e+00 3.804551676329658710e-02
1.811609194200414219e+00 1.877494479941431149e-01 1.104408517612606548e-02
2.438354098268828540e+00 8.060556734597011663e-02 6.237446068390666183e-03
3.281927872511474220e+00 4.123957208614274089e-02 3.845609926010113474e-03
4.417344703140069662e+00 2.291302891137944608e-02 2.470775450004607070e-03
5.945570708544391181e+00 3.206762588821081977e-02 2.519470635789683704e-03
8.002502278161049531e+00 9.706518156859559113e-03 1.194789792145807637e-03
1.077105056036769071e+01 1.354905366158265512e-02 1.216740937532766707e-03
1.449740670372631612e+01 6.494489314491506612e-03 7.261059793174509192e-04
1.951293422635963282e+01 4.764856796269180406e-03 5.360882731127591819e-04
2.626363527653332852e+01 2.688696326703332324e-03 3.471092032110354147e-04
3.534981105030105653e+01 1.365029704274699782e-03 2.131818240062713149e-04
4.757944314009409226e+01 7.668098468719956222e-04 1.377231141445497921e-04
6.404004271197280218e+01 5.145786468636270265e-04 9.724622354180600741e-05
8.619535664753031767e+01 3.276971866716648371e-04 6.689090812426229013e-05
1.160155301739971492e+02 1.115891317119113073e-04 3.364538914272353849e-05
1.561523006000496423e+02 1.130545938525044354e-04 2.919057061353287150e-05
2.101748011332487067e+02 6.719639016013317641e-05 1.939792697376200580e-05
2.828869434625969461e+02 3.328299700676609727e-05 1.176731644084793535e-05
3.807546021222372019e+02 6.182016737315847045e-06 4.371345956364770741e-06
6.897785379387657940e+02 6.824890000676316650e-06 3.412445000338158325e-06
9.284145445194744752e+02 2.535323619200724276e-06 1.792744523639252212e-06
1.249609141291986816e+03 2.825481078862848388e-06 1.631292261471659855e-06
