# s	p(s)	error
1.000000000000000000e+00 1.226061674202849838e+00 3.790936192747983158e-02
1.811609194200414219e+00 1.973403779336032060e-01 1.129967716976504506e-02
2.438354098268828540e+00 7.451017035822249390e-02 5.984800903154233014e-03
3.281927872511474220e+00 4.678675187667837715e-02 4.087777491264732790e-03
4.417344703140069662e+00 2.096266207162283957e-02 2.358483746798371600e-03
5.945570708544391181e+00 3.982341076830585996e-02 2.801965403936586881e-03
8.002502278161049531e+00 9.813628841625220492e-03 1.198925582700364296e-03
1.077105056036769071e+01 1.120881735690304470e-02 1.104437591535267814e-03
1.449740670372631612e+01 6.063893611766704023e-03 7.001981218181516694e-04
1.951293422635963282e+01 4.024693890273215585e-03 4.916946162788951970e-04
2.626363527653332852e+01 2.677793259685070683e-03 3.457016233115583624e-04
3.534981105030105653e+01 1.094227122743020959e-03 1.904804926102527524e-04
4.757944314009409226e+01 8.868777885178343598e-04 1.478129647529724023e-04
6.404004271197280218e+01 2.745492606658559418e-04 7.088831428482794249e-05
8.619535664753031767e+01 2.719736045098705528e-04 6.081514677697138853e-05
1.160155301739971492e+02 1.414466085962677155e-04 3.780319627773911497e-05
1.561523006000496423e+02 1.201025498791028596e-04 3.002563746977571490e-05
2.101748011332487067e+02 6.692389871585040608e-05 1.931926546940774370e-05
2.828869434625969461e+02 2.486102209507832500e-05 1.014946976950005258e-05
3.807546021222372019e+02 2.462779092757132090e-05 8.707238985265106600e-06
6.897785379387657940e+02 6.797214047713314965e-06 3.398607023856657483e-06
9.284145445194744752e+02 6.312606253808778449e-06 2.823083339741343922e-06
1.681924324880868880e+03 2.090717890155650820e-06 1.207076536680931547e-06
2.263803409521446611e+03 1.035552015729061781e-06 7.322458525934178861e-07
