# gamma	CrltnCoeff
6.999999999999970655e-03 -5.246245673916054980e-02
1.399999999999994131e-02 -4.493812275702085274e-02
2.100000000000007416e-02 -8.278888594464579864e-02
2.800000000000004222e-02 -9.809589507339057379e-02
3.500000000000001721e-02 -9.223576592288926235e-02
4.199999999999998179e-02 -9.589766209172410905e-02
4.899999999999995332e-02 -1.049577462112919468e-01
5.599999999999992484e-02 -1.223620826293285169e-01
6.300000000000004208e-02 -1.325483279250259938e-01
7.000000000000003442e-02 -1.337872261638770321e-01
7.699999999999999900e-02 -1.559083843464318109e-01
8.399999999999996358e-02 -1.493343577034339786e-01
9.099999999999994205e-02 -1.815399684957660076e-01
9.800000000000007316e-02 -1.774961980432477326e-01
1.050000000000000377e-01 -1.937321949543956146e-01
1.120000000000000162e-01 -2.209631407726828922e-01
1.189999999999999808e-01 -2.324604671927365807e-01
1.259999999999999454e-01 -2.125507250389375713e-01
1.330000000000000904e-01 -2.450408392680471503e-01
1.400000000000000688e-01 -2.681109614881053149e-01
1.470000000000000195e-01 -2.555925665097267263e-01
1.539999999999999980e-01 -2.413930265656075991e-01
1.609999999999999765e-01 -2.469693321499183691e-01
1.679999999999999272e-01 -2.531888303206680790e-01
1.749999999999999056e-01 -2.487663416239523639e-01
1.820000000000000506e-01 -2.613551228126229642e-01
1.890000000000000013e-01 -2.533510362775741043e-01
1.959999999999999798e-01 -2.644321149044350783e-01
