# s	p(s)	error
1.000000000000000000e+00 1.205045859939803288e+00 3.717082642816883081e-02
1.811609194200414219e+00 1.550609452873177585e-01 9.906480409080518218e-03
2.438354098268828540e+00 9.874687930214354203e-02 6.814182049894562665e-03
3.281927872511474220e+00 4.611537641636613560e-02 4.013828315037842702e-03
4.417344703140069662e+00 2.465830237909952954e-02 2.529888444012597191e-03
5.945570708544391181e+00 3.606192593799824320e-02 2.637109199937302285e-03
8.002502278161049531e+00 1.146212233877709832e-02 1.281504235796223192e-03
1.077105056036769071e+01 1.128362539840111270e-02 1.095962582560235316e-03
1.449740670372631612e+01 7.592447008198876038e-03 7.749008778836657431e-04
1.951293422635963282e+01 4.465723919905302541e-03 5.122536651741983315e-04
2.626363527653332852e+01 2.444747705867179096e-03 3.266931540163063520e-04
3.534981105030105653e+01 1.297399581543778706e-03 2.051368856513847451e-04
4.757944314009409226e+01 8.434309789652947274e-04 1.425658560884713677e-04
6.404004271197280218e+01 4.655031177271457725e-04 9.129267234342291278e-05
8.619535664753031767e+01 2.793420286225338370e-04 6.095742814025153594e-05
1.160155301739971492e+02 1.680094272559850372e-04 4.074827145152664515e-05
1.561523006000496423e+02 9.545437187684150651e-05 2.647427940531998754e-05
2.101748011332487067e+02 4.364255830577471943e-05 1.542997446317129196e-05
2.828869434625969461e+02 4.458416536765137450e-05 1.344263164687792897e-05
3.807546021222372019e+02 6.022623207793621332e-06 4.258637710762346567e-06
5.124805876960931528e+02 6.711887898597233609e-06 3.875110285025704383e-06
6.897785379387657940e+02 8.311151250327765454e-06 3.716859833403050703e-06
2.263803409521446611e+03 1.012959647278011383e-06 7.162706356586151481e-07
3.046989570903508138e+03 7.525925015016182163e-07 5.321632612819411560e-07
