# gamma	CrltnCoeff
6.999999999999999278e-03 -7.017539137367864721e-02
1.399999999999999856e-02 -6.687810874351114709e-02
2.099999999999999784e-02 -5.979509930316437988e-02
2.799999999999999711e-02 -9.222751018985797522e-02
3.499999999999999639e-02 -8.984558681614898679e-02
4.199999999999999567e-02 -1.024520941454271916e-01
4.899999999999999495e-02 -8.717531195158416402e-02
5.599999999999999423e-02 -1.176322942310464165e-01
6.300000000000000044e-02 -1.197054123639063467e-01
6.999999999999999278e-02 -1.489321616732329767e-01
7.699999999999999900e-02 -1.694818720841108073e-01
8.399999999999999134e-02 -1.798841926140907765e-01
9.099999999999999756e-02 -1.677550804334755896e-01
9.799999999999998990e-02 -1.671313826691356308e-01
1.049999999999999961e-01 -1.833949279475597105e-01
1.119999999999999885e-01 -2.183662773615741293e-01
1.189999999999999947e-01 -2.408643868170749769e-01
1.260000000000000009e-01 -2.193509877051362800e-01
1.329999999999999793e-01 -2.556065645987948831e-01
1.399999999999999856e-01 -2.647092123654456453e-01
1.469999999999999918e-01 -2.643579561737754435e-01
1.539999999999999980e-01 -2.711035516083652452e-01
1.609999999999999765e-01 -2.946347916654218912e-01
1.679999999999999827e-01 -2.794540817857037451e-01
1.749999999999999889e-01 -2.526051507617420033e-01
1.819999999999999951e-01 -2.685010689079603829e-01
1.889999999999999736e-01 -2.901690553417439755e-01
1.959999999999999798e-01 -2.799213887841321968e-01
