# mu	p(mu)	err
-2.242123760884760486e+03 3.097573906736475240e-07 2.190315514679867734e-07
-1.605220947665982749e+03 6.195147813472950479e-07 3.097573906736475240e-07
-1.350459822378470562e+03 7.743934766841188628e-07 3.463192910396176525e-07
-1.095698697090960195e+03 7.743934766841188628e-07 3.463192910396176525e-07
-9.683181344472050114e+02 9.292721720209293370e-07 3.793737756031852616e-07
-8.409375718034480087e+02 2.168301734715532562e-06 5.795030144609373791e-07
-7.135570091596928251e+02 2.478059125389180192e-06 6.195147813472950479e-07
-5.861764465159376414e+02 3.562209992746896074e-06 7.427721293858756201e-07
-4.587958838721806387e+02 7.743934766841189052e-06 1.095157757339934105e-06
-3.314153212284254550e+02 2.540010603523909548e-05 1.983415055946388235e-06
-2.040347585846702714e+02 1.530201509927818851e-04 4.868219525247997512e-06
-7.665419594091508770e+01 5.070418727936863712e-03 2.802320176914564775e-05
5.072636670284191496e+01 2.522509310950848439e-03 1.976570138029656894e-05
1.781069293465970986e+02 4.197212643627923605e-05 2.549625106356449599e-06
3.054874919903522823e+02 9.602479110882935917e-06 1.219516066598809281e-06
4.328680546341092850e+02 1.858544344041885144e-06 5.365155386667194352e-07
5.602486172778644686e+02 1.703665648705061541e-06 5.136745204520110373e-07
6.876291799216196523e+02 6.195147813472861541e-07 3.097573906736430770e-07
8.150097425653766550e+02 7.743934766841188628e-07 3.463192910396176525e-07
9.423903052091318386e+02 4.646360860104712859e-07 2.682577693333597176e-07
1.069770867852887022e+03 4.646360860104712859e-07 2.682577693333597176e-07
1.197151430496642206e+03 3.097573906736430770e-07 2.190315514679836499e-07
1.324531993140399209e+03 3.097573906736475240e-07 2.190315514679867734e-07
1.579293118427909576e+03 3.097573906736430770e-07 2.190315514679836499e-07
