# r	g(r)	err
2.040404040404040664e+00 1.110599681857833579e-04 7.853125662252963377e-05
2.121212121212121104e+00 9.248348860923885986e-03 6.893312244219518920e-04
2.202020202020201989e+00 1.877556490301315884e-01 2.991955684389462772e-03
2.282828282828282873e+00 1.199199913268093720e+00 7.293777302116666306e-03
2.363636363636363313e+00 3.087584812033364212e+00 1.130339057922800233e-02
2.444444444444444642e+00 4.253199792004197732e+00 1.282796215432835049e-02
2.525252525252525082e+00 4.028636993779519671e+00 1.208521005948125226e-02
2.606060606060606410e+00 3.168657104540747671e+00 1.038563511878486459e-02
2.686868686868686851e+00 2.232541167549064731e+00 8.455382238228918365e-03
2.767676767676767735e+00 1.488390900476903145e+00 6.702287977836732073e-03
2.848484848484848619e+00 9.933659838335137104e-01 5.320110805988623355e-03
2.929292929292929060e+00 6.572298979521692397e-01 4.208000685563921539e-03
3.010101010101010388e+00 4.427385096562548861e-01 3.361031086414582088e-03
3.090909090909090828e+00 3.319542501833450676e-01 2.834215274480996263e-03
3.171717171717171713e+00 2.758192760564128210e-01 2.517664191572560953e-03
3.252525252525252597e+00 2.493470238732077848e-01 2.334325244760959272e-03
3.333333333333333481e+00 2.483899286677574980e-01 2.273359901639741137e-03
3.414141414141414366e+00 2.738990752555313102e-01 2.330739447914507642e-03
3.494949494949494806e+00 3.106651371561457986e-01 2.424852380687869159e-03
3.575757575757576134e+00 3.512425717244031520e-01 2.520086547872976094e-03
3.656565656565656575e+00 4.088218484980821188e-01 2.658726242585769325e-03
3.737373737373737459e+00 5.050733410576229154e-01 2.891283268009779001e-03
3.818181818181818343e+00 6.683803288584017066e-01 3.255630991062766384e-03
3.898989898989899228e+00 8.952306852700238071e-01 3.689736217874572434e-03
3.979797979797980112e+00 1.146789062844582485e+00 4.091294040921970333e-03
4.060606060606060552e+00 1.356753563276029029e+00 4.361537153303428511e-03
4.141414141414141881e+00 1.499933089314351875e+00 4.496423720771123601e-03
4.222222222222222321e+00 1.543442207474145400e+00 4.473877087827087852e-03
4.303030303030302761e+00 1.533587182343351341e+00 4.375823334916773173e-03
4.383838383838384090e+00 1.434697032452167287e+00 4.154373262387319604e-03
4.464646464646464530e+00 1.321321794807413852e+00 3.914688174506001164e-03
4.545454545454545858e+00 1.212165785463671819e+00 3.682846694854567150e-03
4.626262626262626299e+00 1.169908371189286589e+00 3.554885280894385258e-03
4.707070707070707627e+00 1.182109474719502229e+00 3.512028862964232563e-03
4.787878787878788067e+00 1.241880498944314626e+00 3.538968573342728737e-03
4.868686868686868507e+00 1.271395187711813257e+00 3.521343465004934861e-03
4.949494949494949836e+00 1.251424283061769005e+00 3.436539601316286868e-03
5.030303030303030276e+00 1.169513722346694040e+00 3.268800849681270746e-03
5.111111111111111605e+00 1.043646816800546162e+00 3.039074899042515029e-03
5.191919191919192045e+00 9.208116884111747780e-01 2.810201341038022493e-03
5.272727272727273373e+00 7.918035765094728617e-01 2.565980611453097179e-03
5.353535353535353813e+00 6.878200188888928812e-01 2.355465134692991732e-03
5.434343434343434254e+00 6.131883049490097770e-01 2.190936547056213362e-03
5.515151515151515582e+00 5.676698551320538133e-01 2.077162232608409115e-03
5.595959595959596022e+00 5.696137482398884178e-01 2.050669210020476894e-03
5.676767676767677351e+00 5.999134435377756480e-01 2.074546269421584030e-03
5.757575757575757791e+00 6.749694923303665162e-01 2.169613428490557196e-03
5.838383838383839120e+00 7.715637757675423147e-01 2.287563826667404071e-03
5.919191919191919560e+00 8.917136152777814795e-01 2.425661677063574440e-03
6.000000000000000000e+00 1.017477871472985074e+00 2.556178545392125221e-03
6.080808080808081328e+00 1.134667117110145673e+00 2.663501141649212735e-03
6.161616161616162657e+00 1.233238613689568774e+00 2.740367865285026419e-03
6.242424242424242209e+00 1.309990486966794432e+00 2.787794390091684338e-03
6.323232323232323537e+00 1.335606612857689335e+00 2.778945893641999489e-03
6.404040404040404866e+00 1.337446129506677739e+00 2.745769238606298682e-03
6.484848484848485306e+00 1.308901179407391036e+00 2.682461796178867760e-03
6.565656565656565746e+00 1.255728878513454161e+00 2.595073891431775442e-03
6.646464646464647075e+00 1.187077281645181559e+00 2.492463155438795399e-03
6.727272727272727515e+00 1.115278446452138583e+00 2.386890903819199189e-03
6.808080808080807955e+00 1.045865380794321453e+00 2.283984442010179514e-03
6.888888888888889284e+00 1.004607770627562013e+00 2.212223675409032662e-03
6.969696969696970612e+00 9.659564328870169359e-01 2.144098943250583641e-03
7.050505050505051052e+00 9.541354154928519682e-01 2.106515841520462465e-03
7.131313131313131493e+00 9.418762986866370257e-01 2.069223381620434715e-03
7.212121212121212821e+00 9.413466200496800607e-01 2.045463414298684737e-03
7.292929292929293261e+00 9.344410983154600725e-01 2.015365927783608919e-03
7.373737373737373701e+00 9.239156047278490602e-01 1.982021836913467391e-03
7.454545454545455030e+00 9.052498716440289250e-01 1.940631239108512457e-03
7.535353535353536358e+00 8.835118256995634356e-01 1.896629494256524317e-03
7.616161616161616799e+00 8.607459575800001650e-01 1.852171912438065320e-03
7.696969696969697239e+00 8.449292978321392145e-01 1.815809807145640732e-03
7.777777777777778567e+00 8.502748504408905728e-01 1.802619586540612833e-03
7.858585858585859008e+00 8.678571032882743674e-01 1.802435191793620717e-03
7.939393939393939448e+00 9.062633687737697841e-01 1.823139124065121120e-03
8.020202020202020776e+00 9.543394537987586190e-01 1.852021742072918874e-03
8.101010101010102105e+00 1.014156816397356886e+00 1.890137213510167729e-03
8.181818181818181657e+00 1.071032449402406383e+00 1.923230951057206244e-03
8.262626262626262985e+00 1.116417975769464332e+00 1.944353609222596643e-03
8.343434343434344314e+00 1.152181272896563247e+00 1.956120041612272650e-03
8.424242424242425642e+00 1.182089740984932913e+00 1.962340275319205719e-03
8.505050505050505194e+00 1.181108753603951289e+00 1.942889031957647627e-03
8.585858585858586522e+00 1.175439091240821243e+00 1.919978136134813411e-03
8.666666666666667851e+00 1.151322472784204187e+00 1.882462558604488731e-03
8.747474747474747403e+00 1.124777298411379078e+00 1.843446436207927088e-03
8.828282828282828731e+00 1.083816503861206870e+00 1.793005374388211915e-03
8.909090909090910060e+00 1.045996644695535105e+00 1.745467249792894597e-03
8.989898989898989612e+00 1.009003500769918293e+00 1.698914307721887621e-03
9.070707070707070940e+00 9.802683356958663552e-01 1.659630068221429203e-03
9.151515151515152269e+00 9.501669045199057084e-01 1.619522164143611005e-03
9.232323232323233597e+00 9.280219505645991296e-01 1.586529210713043302e-03
9.313131313131313149e+00 9.169237054526608866e-01 1.563330580739695844e-03
9.393939393939394478e+00 9.166208146549504887e-01 1.549626565379358910e-03
9.474747474747475806e+00 9.180361444481360822e-01 1.537595841579010364e-03
9.555555555555557135e+00 9.270405918112840649e-01 1.532051565569027794e-03
9.636363636363636687e+00 9.341786433929566424e-01 1.525041761594499038e-03
9.717171717171718015e+00 9.462233992094231105e-01 1.522078017406314947e-03
9.797979797979799343e+00 9.576899673290202308e-01 1.518643650279148530e-03
9.878787878787878896e+00 9.654013463735227063e-01 1.512273142431958548e-03
9.959595959595960224e+00 9.790907258035773664e-01 1.510600755122568171e-03
